release,project,dependent_projects
train,openstack/election,2
train,openstack/operations-guide,1
train,openstack/openstack-ansible-os_ironic,2
train,openstack/python-designateclient,-1
train,openstack/puppet-vitrage,1
train,openstack-infra/opendev-website,1
train,openstack/openstack-virtual-baremetal,1
train,openstack/keystoneauth,3
train,openstack/devstack-gate,4
train,openstack/puppet-gnocchi,1
train,openstack/charm-interface-neutron-plugin-api-subordinate,1
train,openstack/puppet-pacemaker,1
train,openstack/python-troveclient,-1
train,openstack/puppet-ceilometer,1
train,openstack/sahara-dashboard,-1
train,openstack/python-congressclient,1
train,openstack/pymod2pkg,1
train,openstack/cookbook-openstack-ops-messaging,2
train,openstack/loci,1
train,openstack/openstack-ansible-plugins,1
train,openstack/charm-neutron-dynamic-routing,-1
train,openstack/openstack-ansible-os_masakari,-1
train,openstack/masakari-dashboard,-1
train,openstack/senlin-tempest-plugin,1
train,openstack/mistral-lib,2
train,openstack/placement,6
train,openstack/os-service-types,1
train,openstack/cloudkitty-specs,1
train,openstack/python-mistralclient,1
train,openstack/contributor-guide,1
train,openstack/requirements,18
train,openstack/os-brick,2
train,openstack/monasca-api,7
train,openstack/keystone,4
train,openstack/monasca-persister,1
train,openstack/ansible-role-uwsgi,3
train,openstack/cyborg,1
train,openstack/oslo.limit,1
train,openstack/python-neutronclient,1
train,openstack/osc-placement,3
train,openstack/openstack-doc-tools,1
train,openstack/charm-placement,3
train,openstack/cookbook-openstack-dashboard,3
train,openstack/puppet-aodh,1
train,openstack/openstack-ansible-nspawn_container_create,1
train,openstack/rally-openstack,4
train,openstack/openstackclient,1
train,openstack/charm-neutron-api-plugin-ironic,-1
train,openstack/openstack-ansible-os_manila,1
train,openstack/charm-hacluster,24
train,openstack/ansible-role-k8s-mariadb,4
train,openstack/oslo.service,2
train,openstack/puppet-openstack-cookiecutter,2
train,openstack/networking-sfc,1
train,openstack/os-resource-classes,3
train,openstack/pycadf,1
train,openstack/python-swiftclient,1
train,openstack/zaqar-ui,-1
train,openstack/grenade,5
train,openstack/barbican,4
train,openstack/mistral-dashboard,-1
train,openstack/telemetry-tempest-plugin,1
train,openstack/puppet-congress,1
train,openstack/puppet-swift,2
train,openstack/python-octaviaclient,1
train,openstack/ironic-python-agent,2
train,openstack/openstack-ansible-os_horizon,1
train,openstack/charm-deployment-guide,1
train,openstack/neutron-fwaas,2
train,openstack/taskflow,-1
train,openstack/os-win,-1
train,openstack/puppet-cloudkitty,1
train,openstack/python-karborclient,-1
train,openstack/python-magnumclient,1
train,openstack/ironic-inspector,2
train,openstack/neutron-lbaas,1
train,openstack/keystone-tempest-plugin,-1
train,openstack/cookbook-openstack-image,8
train,openstack/blazar-tempest-plugin,1
train,openstack/openstack-ansible-os_almanach,-1
train,openstack/puppet-ironic,5
train,openstack/neutron-vpnaas-dashboard,1
train,openstack/ironic-ui,-1
train,openstack/openstack-helm,2
train,openstack/kuryr-tempest-plugin,1
train,openstack/charm-ceilometer-agent,24
train,openstack/python-masakariclient,-1
train,openstack/puppet-openstack_extras,-1
train,openstack/tosca-parser,1
train,openstack/openstack-zuul-jobs,9
train,openstack/devstack-plugin-ceph,2
train,openstack/tripleo-quickstart,9
train,openstack/openstack-ansible-lxc_hosts,2
train,openstack/oslo.cache,-1
train,openstack/puppet-manila,2
train,openstack/masakari-monitors,-1
train,openstack/charm-ceph-osd,1
train,openstack/karbor-dashboard,-1
train,openstack/solum,-1
train,openstack/oslotest,-1
train,openstack/zun,2
train,openstack/charm-glance-simplestreams-sync,24
train,openstack/watcher-dashboard,1
train,openstack/charm-guide,4
train,openstack/python-manilaclient,1
train,openstack/puppet-ceph,2
train,openstack/security-doc,2
train,openstack/project-config,45
train,openstack/ansible-role-systemd_service,-1
train,openstack/diskimage-builder,3
train,openstack/puppet-vswitch,1
train,openstack/python-keystoneclient,1
train,openstack/openstack-ansible-os_searchlight,-1
train,openstack/governance-uc,1
train,openstack/cookbook-openstackclient,8
train,openstack/ceilometermiddleware,-1
train,openstack/tripleo-ui,1
train,openstack/ironic-lib,1
train,openstack/oslo.rootwrap,-1
train,openstack/puppet-octavia,4
train,openstack/charm-barbican-softhsm,24
train,openstack/python-tripleoclient,14
train,openstack/kuryr-kubernetes,1
train,openstack/networking-l2gw,2
train,openstack/watcher,3
train,openstack/cookbook-openstack-identity,11
train,openstack/tripleo-ansible,12
train,openstack/networking-baremetal,-1
train,openstack/openstack-ansible-rabbitmq_server,2
train,openstack/openstack-ansible-galera_server,3
train,openstack/ironic,9
train,openstack/ceilometer,3
train,openstack/charm-heat,24
train,openstack/tripleo-heat-templates,38
train,openstack/puppet-openstack-guide,1
train,openstack/charm-ceph-proxy,24
train,openstack/cookbook-openstack-network,7
train,openstack/mistral-tempest-plugin,1
train,openstack/qinling,-1
train,openstack/cookbook-openstack-telemetry,1
train,openstack/murano-dashboard,-1
train,openstack/oslo.serialization,-1
train,openstack/openstack-ansible-os_ceilometer,2
train,openstack/monasca-notification,2
train,openstack/cookbook-openstack-dns,3
train,openstack/monasca-events-api,-1
train,openstack/networking-midonet,3
train,openstack/tacker,1
train,openstack/openstack-ansible-os_trove,-1
train,openstack/python-cloudkittyclient,1
train,openstack/sahara-plugin-storm,5
train,openstack/openstack-ansible-os_gnocchi,3
train,openstack/kuryr,-1
train,openstack/charm-manila-generic,24
train,openstack/ansible-role-k8s-keystone,2
train,openstack/puppet-ec2api,1
train,openstack/kuryr-libnetwork,-1
train,openstack/oslo.privsep,2
train,openstack/tripleo-docs,3
train,openstack/charm-octavia,25
train,openstack/openstack-ansible-os_placement,4
train,openstack/networking-ovn,7
train,openstack/manila-ui,-1
train,openstack/charm-manila,24
train,openstack/ec2-api,-1
train,openstack/puppet-panko,2
train,openstack/devstack,11
train,openstack/openstack-ansible-os_magnum,2
train,openstack/puppet-qdr,-1
train,openstack/openstack-ansible-os_keystone,4
train,openstack/charm-swift-storage,-1
train,openstack/networking-bgpvpn,1
train,openstack/ansible-role-k8s-tripleo,3
train,openstack/sahara-plugin-mapr,5
train,openstack/monasca-transform,-1
train,openstack/oslo.policy,-1
train,openstack/hacking,1
train,openstack/glance_store,1
train,openstack/charm-barbican-vault,-1
train,openstack/openstack-ansible-os_watcher,-1
train,openstack/charm-interface-pacemaker-remote,1
train,openstack/storlets,-1
train,openstack/monasca-ceilometer,-1
train,openstack/charm-neutron-api-genericswitch,1
train,openstack/congress,2
train,openstack/openstack-ansible-repo_server,1
train,openstack/puppet-openstacklib,6
train,openstack/tripleo-quickstart-extras,6
train,openstack/puppet-tripleo,19
train,openstack/networking-bagpipe,2
train,openstack/openstack-ansible-os_aodh,2
train,openstack/charm-barbican,24
train,openstack/python-tackerclient,-1
train,openstack/openstack-ansible-openstack_hosts,4
train,openstack/charm-neutron-api,4
train,openstack/oslo.db,-1
train,openstack/ironic-specs,-1
train,openstack/rally,1
train,openstack/openstack-ansible-os_murano,1
train,openstack/openstackdocstheme,1
train,openstack/python-senlinclient,1
train,openstack/puppet-placement,2
train,openstack/zun-ui,1
train,openstack/octavia,5
train,openstack/ansible-hardening,-1
train,openstack/puppet-openstack_spec_helper,4
train,openstack/ansible-role-container-registry,1
train,openstack/panko,-1
train,openstack/oslo.utils,2
train,openstack/openstack-ansible-repo_build,-1
train,openstack/openstack-ansible-ceph_client,-1
train,openstack/cloudkitty,3
train,openstack/tripleo-common,15
train,openstack/releases,18
train,openstack/puppet-neutron,8
train,openstack/puppet-barbican,3
train,openstack/charm-neutron-gateway,25
train,openstack/masakari-specs,-1
train,openstack/openstack-ansible-nspawn_hosts,2
train,openstack/oslo.log,1
train,openstack/masakari,-1
train,openstack/ansible-role-systemd_mount,-1
train,openstack/kayobe,4
train,openstack/openstack-ansible-os_heat,2
train,openstack/puppet-designate,2
train,openstack/charm-vault,24
train,openstack/networking-powervm,1
train,openstack/charm-tempest,24
train,openstack/charm-octavia-dashboard,24
train,openstack/octavia-dashboard,-1
train,openstack/designate-tempest-plugin,1
train,openstack/ironic-python-agent-builder,2
train,openstack/networking-l2gw-tempest-plugin,1
train,openstack/ansible-role-k8s-cookiecutter,1
train,openstack/openstack-ansible-openstack_openrc,-1
train,openstack/charm-ceph-mon,1
train,openstack/neutron-vpnaas,-1
train,openstack/puppet-keystone,6
train,openstack/reviewstats,1
train,openstack/paunch,5
train,openstack/puppet-tacker,1
train,openstack/charm-ceph-radosgw,1
train,openstack/openstack-ansible-os_zun,-1
ussuri,openstack/charm-interface-mysql-router,1
ussuri,openstack/puppet-tempest,1
ussuri,openstack/octavia-tempest-plugin,2
ussuri,openstack/tricircle,1
ussuri,openstack/ansible-role-collect-logs,2
ussuri,openstack/openstack-helm-images,2
ussuri,openstack/blazar,-1
ussuri,openstack/charm-nova-cell-controller,1
ussuri,openstack/monasca-log-api,2
ussuri,openstack/senlin,5
ussuri,openstack/tap-as-a-service,1
ussuri,openstack/puppet-mistral,1
ussuri,openstack/senlin-dashboard,2
ussuri,openstack/congress-dashboard,3
ussuri,openstack/oslo.context,-1
ussuri,openstack/designate,2
ussuri,openstack/openstack-ansible-os_cloudkitty,1
ussuri,openstack/fuel-library,1
ussuri,openstack/fuel-nailgun-extension-converted-serializers,1
ussuri,openstack/neutron,18
ussuri,openstack/validations-libs,-1
ussuri,openstack/puppet-senlin,1
ussuri,openstack/fuel-ostf,1
ussuri,openstack/sushy,2
ussuri,openstack/charm-glance,1
ussuri,openstack/openstack-ansible-os_mistral,-1
ussuri,openstack/charm-cinder,4
ussuri,openstack/ovn-octavia-provider,1
ussuri,openstack/openstack-ansible-os_barbican,13
ussuri,openstack/barbican-tempest-plugin,1
ussuri,openstack/python-openstackclient,6
ussuri,openstack/tempest,21
ussuri,openstack/magnum,3
ussuri,openstack/ossa,1
ussuri,openstack/monasca-tempest-plugin,2
ussuri,openstack/service-types-authority,1
ussuri,openstack/charm-ceph-rbd-mirror,-1
ussuri,openstack/openstack-ansible-os_rally,11
ussuri,openstack/governance-sigs,1
ussuri,openstack/charm-designate,-1
ussuri,openstack/openstack-ansible-tests,47
ussuri,openstack/sushy-cli,1
ussuri,openstack/ec2api-tempest-plugin,1
ussuri,openstack/charm-aodh,1
ussuri,openstack/os-ken,-1
ussuri,openstack/cookbook-openstack-integration-test,6
ussuri,openstack/networking-generic-switch,2
ussuri,openstack/heat,4
ussuri,openstack/sahara-plugin-ambari,1
ussuri,openstack/ansible-config_template,14
ussuri,openstack/octavia-lib,1
ussuri,openstack/charm-percona-cluster,8
ussuri,openstack/monasca-thresh,-1
ussuri,openstack/tripleo-validations,9
ussuri,openstack/monasca-agent,1
ussuri,openstack/python-ironic-inspector-client,-1
ussuri,openstack/puppet-oslo,2
ussuri,openstack/tenks,1
ussuri,openstack/glance,4
ussuri,openstack/oslo.versionedobjects,-1
ussuri,openstack/neutron-specs,-1
ussuri,openstack/charm-ceph-fs,-1
ussuri,openstack/stackviz,2
ussuri,openstack/congress-specs,1
ussuri,openstack/devstack-plugin-container,1
ussuri,openstack/oslo.messaging,-1
ussuri,openstack/sahara-image-elements,-1
ussuri,openstack/cinder,3
ussuri,openstack/oslo.config,1
ussuri,openstack/puppet-openstack-integration,11
ussuri,openstack/python-ironicclient,1
ussuri,openstack/qinling-dashboard,2
ussuri,openstack/manila-tempest-plugin,6
ussuri,openstack/python-cinderclient,1
ussuri,openstack/charm-octavia-diskimage-retrofit,-1
ussuri,openstack/ovsdbapp,1
ussuri,openstack/kayobe-config-dev,1
ussuri,openstack/openstack-ansible-os_tempest,19
ussuri,openstack/shade,1
ussuri,openstack/puppet-glare,1
ussuri,openstack/zaqar,1
ussuri,openstack/governance,9
ussuri,openstack/futurist,-1
ussuri,openstack/rpm-packaging,1
ussuri,openstack/castellan,-1
ussuri,openstack/murano-agent,1
ussuri,openstack/training-labs,-1
ussuri,openstack/openstack-ansible-os_cinder,4
ussuri,openstack/fuel-web,1
ussuri,openstack/charm-neutron-openvswitch,2
ussuri,openstack/aodh,-1
ussuri,openstack/puppet-ovn,4
ussuri,openstack/cyborg-tempest-plugin,-1
ussuri,openstack/python-dracclient,-1
ussuri,openstack/openstack-ansible-os_glance,4
ussuri,openstack/openstack-ansible-os_nova,13
ussuri,openstack/puppet-heat,2
ussuri,openstack/charm-gnocchi,2
ussuri,openstack/tripleo-upgrade,7
ussuri,openstack/kolla-ansible,5
ussuri,openstack/ansible-role-thales-hsm,-1
ussuri,openstack/openstack-ansible-lxc_container_create,2
ussuri,openstack/charm-mysql-router,2
ussuri,openstack/cookbook-openstack-common,10
ussuri,openstack/faafo,1
ussuri,openstack/cliff,1
ussuri,openstack/heat-tempest-plugin,2
ussuri,openstack/sahara-tests,1
ussuri,openstack/cookbook-openstack-ops-database,3
ussuri,openstack/karbor,1
ussuri,openstack/charm-rabbitmq-server,1
ussuri,openstack/charms.ceph,4
ussuri,openstack/puppet-murano,1
ussuri,openstack/ansible-role-atos-hsm,-1
ussuri,openstack/openstack-ansible-os_zun,15
ussuri,openstack/solum-dashboard,2
ussuri,openstack/charm-keystone,1
ussuri,openstack/openstack-ansible-memcached_server,14
ussuri,openstack/trove,-1
ussuri,openstack/horizon,28
ussuri,openstack/python-barbicanclient,-1
ussuri,openstack/oslo.reports,-1
ussuri,openstack/cinderlib,-1
ussuri,openstack/charm-nova-cloud-controller,3
ussuri,openstack/pbr,-1
ussuri,openstack/charm-nova-compute,2
ussuri,openstack/oslo.i18n,-1
ussuri,openstack/puppet-glance,2
ussuri,openstack/tooz,-1
ussuri,openstack/charm-layer-openstack-api,2
ussuri,openstack/python-novaclient,1
ussuri,openstack/adjutant-ui,1
ussuri,openstack/adjutant,-1
ussuri,openstack/charms.openstack,4
ussuri,openstack/os-vif,-1
ussuri,openstack/networking-onos,-1
ussuri,openstack/oslo.concurrency,-1
ussuri,openstack/openstack-ansible-haproxy_server,2
ussuri,openstack/openstack-ansible-os_swift,12
ussuri,openstack/openstack-ansible-os_designate,3
ussuri,openstack/ansible-collections-openstack,1
ussuri,openstack/puppet-sahara,1
ussuri,openstack/fuel-docs,1
ussuri,openstack/python-saharaclient,1
ussuri,openstack/neutron-lib,7
ussuri,openstack/fuel-plugin-murano-tests,1
ussuri,openstack/neutron-tempest-plugin,9
ussuri,openstack/os-net-config,-1
ussuri,openstack/openstack-ansible-os_neutron,12
ussuri,openstack/murano,1
ussuri,openstack/openstack-ansible-ops,1
ussuri,openstack/os-client-config,1
ussuri,openstack/tripleo-image-elements,4
ussuri,openstack/fuel-astute,1
ussuri,openstack/charm-cinder-purestorage,-1
ussuri,openstack/networking-odl,1
ussuri,openstack/puppet-cinder,3
ussuri,openstack/openstack-ansible-rsyslog_client,13
ussuri,openstack/vitrage-dashboard,2
ussuri,openstack/fuel-nailgun-extension-iac,1
ussuri,openstack/sahara,2
ussuri,openstack/vitrage-tempest-plugin,1
ussuri,openstack/puppet-zaqar,1
ussuri,openstack/magnum-ui,2
ussuri,openstack/neutron-fwaas-dashboard,1
ussuri,openstack/compute-hyperv,-1
ussuri,openstack/puppet-trove,1
ussuri,openstack/kolla,8
ussuri,openstack/puppet-watcher,1
ussuri,openstack/zun-tempest-plugin,1
ussuri,openstack/cookbook-openstack-bare-metal,5
ussuri,openstack/networking-hyperv,-1
ussuri,openstack/tripleo-ci,12
ussuri,openstack/charm-layer-openstack,2
ussuri,openstack/fuel-mirror,1
ussuri,openstack/ironic-tempest-plugin,3
ussuri,openstack/ansible-role-python_venv_build,4
ussuri,openstack/fuel-main,1
ussuri,openstack/manila,5
ussuri,openstack/sahara-plugin-spark,-1
ussuri,openstack/cookbook-openstack-compute,6
ussuri,openstack/murano-pkg-check,1
ussuri,openstack/ideas,1
ussuri,openstack/charm-mysql-innodb-cluster,2
ussuri,openstack/openstack-ansible-os_congress,3
ussuri,openstack/puppet-rally,1
ussuri,openstack/tripleo-ipsec,-1
ussuri,openstack/validations-common,1
ussuri,openstack/cinder-tempest-plugin,2
ussuri,openstack/python-glanceclient,-1
ussuri,openstack/vitrage,2
ussuri,openstack/python-watcherclient,1
ussuri,openstack/charm-openstack-dashboard,3
ussuri,openstack/murano-tempest-plugin,1
ussuri,openstack/charm-neutron-api-plugin-ovn,-1
ussuri,openstack/xstatic-graphlib,1
ussuri,openstack/fuel-plugins,1
ussuri,openstack/designate-dashboard,2
ussuri,openstack/swift,2
ussuri,openstack/bifrost,1
ussuri,openstack/openstack-ansible-os_panko,11
ussuri,openstack/puppet-horizon,1
ussuri,openstack/python-fuelclient,1
ussuri,openstack/openstack-ansible-os_blazar,2
ussuri,openstack/openstack-ansible-rsyslog_server,1
ussuri,openstack/openstack-ansible-os_octavia,11
ussuri,openstack/tripleo-puppet-elements,1
ussuri,openstack/ansible-role-tripleo-modify-image,1
