Path
"['openstack/tempest' 'openstack/devstack-plugin-ceph' 'openstack/neutron'
 'openstack/project-config' 'openstack/openstack-ansible'
 'openstack/openstack-ansible-openstack_hosts'
 'openstack/ansible-role-python_venv_build'
 'openstack/openstack-ansible-repo_build'
 'openstack/openstack-ansible-lxc_hosts'
 'openstack/openstack-ansible-os_keystone'
 'openstack/openstack-ansible-os_glance'
 'openstack/openstack-ansible-os_neutron'
 'openstack/openstack-ansible-os_sahara'
 'openstack/openstack-ansible-tests'
 'openstack/openstack-ansible-repo_server']"
"['openstack/openstack-ansible-repo_build' 'openstack/governance'
 'openstack/project-config' 'openstack/openstack-ansible'
 'openstack/openstack-ansible-openstack_hosts'
 'openstack/openstack-ansible-plugins'
 'openstack/openstack-ansible-os_nova'
 'openstack/openstack-ansible-os_cinder'
 'openstack/openstack-ansible-os_horizon'
 'openstack/openstack-ansible-os_swift'
 'openstack/openstack-ansible-os_designate'
 'openstack/openstack-ansible-os_sahara'
 'openstack/openstack-ansible-os_ironic'
 'openstack/openstack-ansible-os_ceilometer'
 'openstack/openstack-ansible-os_aodh'
 'openstack/openstack-ansible-os_zaqar'
 'openstack/openstack-ansible-os_glance'
 'openstack/openstack-ansible-os_heat'
 'openstack/openstack-ansible-os_barbican'
 'openstack/openstack-ansible-os_cloudkitty'
 'openstack/openstack-ansible-os_rally'
 'openstack/openstack-ansible-os_neutron'
 'openstack/openstack-ansible-os_gnocchi'
 'openstack/openstack-ansible-os_tempest'
 'openstack/openstack-ansible-os_keystone'
 'openstack/openstack-ansible-os_magnum'
 'openstack/openstack-ansible-repo_server']"
['openstack/charm-placement' 'openstack/charm-cinder']
"['openstack/charm-neutron-openvswitch' 'openstack/charm-cinder'
 'openstack/charm-guide' 'openstack/charm-interface-neutron-plugin'
 'openstack/charm-nova-compute']"
"['openstack/charm-neutron-api' 'openstack/charm-guide'
 'openstack/charm-nova-cloud-controller'
 'openstack/charm-interface-neutron-plugin-api-subordinate'
 'openstack/charm-neutron-openvswitch' 'openstack/charm-designate'
 'openstack/charm-neutron-gateway']"
['openstack/openstack-ansible-os_manila' 'openstack/openstack-ansible']
"['openstack/charm-layer-openstack-api' 'openstack/charm-gnocchi'
 'openstack/charms.openstack' 'openstack/charm-manila'
 'openstack/charm-aodh' 'openstack/charm-designate']"
['openstack/mistral-extra' 'openstack/mistral' 'openstack/tripleo-common']
"['openstack/contributor-guide' 'openstack/cookiecutter'
 'openstack/project-config']"
['openstack/cookiecutter' 'openstack/governance']
['openstack/faafo' 'openstack/project-config']
"['openstack/service-types-authority' 'openstack/project-config'
 'openstack/openstack-manuals' 'openstack/os-service-types']"
"['openstack/python-swiftclient' 'openstack/releases' 'openstack/devstack'
 'openstack/project-config' 'openstack/glance_store' 'openstack/shade']"
['openstack/xstatic-angular-gettext' 'openstack/horizon']
['openstack/xstatic-angular-bootstrap' 'openstack/horizon']
"['openstack/openstack-planet' 'openstack/tripleo-quickstart'
 'openstack/project-config']"
['openstack/pycadf' 'openstack/puppet-swift' 'openstack/keystone']
"['openstack/charm-interface-dashboard-plugin'
 'openstack/charm-octavia-dashboard']"
['openstack/charm-openstack-dashboard' 'openstack/charm-octavia-dashboard']
"['openstack/charm-percona-cluster'
 'openstack/charm-interface-mysql-shared'
 'openstack/charm-nova-cloud-controller' 'openstack/charm-neutron-api'
 'openstack/charm-keystone' 'openstack/charm-openstack-dashboard'
 'openstack/charm-heat' 'openstack/charm-cinder' 'openstack/charm-glance']"
['openstack/governance-uc' 'openstack/project-config']
"['openstack/tripleo-docs' 'openstack/tripleo-heat-templates'
 'openstack/python-tripleoclient' 'openstack/tripleo-ci']"
"['openstack/monasca-ui' 'openstack/monasca-log-api'
 'openstack/monasca-api' 'openstack/project-config']"
['openstack/shotgun' 'openstack/project-config' 'openstack/fuel-astute']
"['openstack/fuel-library' 'openstack/fuel-web' 'openstack/puppet-neutron'
 'openstack/fuel-main' 'openstack/fuel-menu' 'openstack/puppet-aodh'
 'openstack/fuel-ostf' 'openstack/fuel-upgrade' 'openstack/project-config']"
"['openstack/fuel-web' 'openstack/fuel-nailgun-extension-cluster-upgrade'
 'openstack/fuel-ui' 'openstack/python-fuelclient'
 'openstack/project-config' 'openstack/fuel-library' 'openstack/fuel-menu'
 'openstack/fuel-octane' 'openstack/fuel-qa' 'openstack/fuel-agent'
 'openstack/shotgun' 'openstack/fuel-main' 'openstack/fuel-astute']"
['openstack/charm-swift-storage' 'openstack/charm-swift-proxy']
"['openstack/cookbook-openstack-block-storage' 'openstack/openstack-chef'
 'openstack/cookbook-openstack-compute'
 'openstack/cookbook-openstack-integration-test'
 'openstack/openstack-chef-repo']"
"['openstack/cookbook-openstack-dashboard' 'openstack/openstack-chef'
 'openstack/cookbook-openstack-identity' 'openstack/openstack-chef-repo'
 'openstack/cookbook-openstack-common']"
['openstack/neutron-interconnection' 'openstack/project-config']
"['openstack/solum' 'openstack/heat' 'openstack/openstack-zuul-jobs'
 'openstack/project-config' 'openstack/solum-dashboard'
 'openstack/python-solumclient' 'openstack/releases']"
['openstack/heat-cfntools' 'openstack/rpm-packaging']
"['openstack/python-heatclient' 'openstack/heat' 'openstack/tripleo-common'
 'openstack/project-config' 'openstack/heat-tempest-plugin'
 'openstack/heat-templates']"
['openstack/charm-interface-placement' 'openstack/charm-placement']
"['openstack/pymod2pkg' 'openstack/rpm-packaging' 'openstack/releases'
 'openstack/project-config']"
"['openstack/openstack-specs' 'openstack/nova' 'openstack/api-sig'
 'openstack/requirements']"
"['openstack/charm-interface-neutron-plugin' 'openstack/charm-octavia'
 'openstack/charm-manila']"
['openstack/puppet-watcher' 'openstack/puppet-openstack-integration']
['openstack/charm-neutron-api-genericswitch' 'openstack/project-config']
"['openstack/os-collect-config' 'openstack/heat' 'openstack/heat-templates'
 'openstack/tripleo-heat-templates' 'openstack/tripleo-image-elements']"
['openstack/tosca-parser' 'openstack/tacker' 'openstack/heat-translator']
['openstack/os-acc' 'openstack/project-config']
['openstack/auto-scaling-sig' 'openstack/governance-sigs']
"['openstack/ironic-specs' 'openstack/ironic' 'openstack/neutron'
 'openstack/ironic-python-agent' 'openstack/project-config'
 'openstack/nova-specs' 'openstack/governance'
 'openstack/python-ironicclient']"
"['openstack/adjutant' 'openstack/openstack-manuals'
 'openstack/project-config']"
['openstack/cloudkitty-specs' 'openstack/cloudkitty']
"['openstack/trove-tempest-plugin' 'openstack/trove'
 'openstack/python-troveclient']"
['openstack/arch-design' 'openstack/project-config']
['openstack/operations-guide' 'openstack/project-config']
"['openstack/ha-guide' 'openstack/project-config'
 'openstack/openstack-manuals']"
"['openstack/murano' 'openstack/murano-tempest-plugin'
 'openstack/murano-dashboard' 'openstack/python-muranoclient'
 'openstack/puppet-murano' 'openstack/openstack-zuul-jobs'
 'openstack/governance' 'openstack/congress' 'openstack/project-config'
 'openstack/murano-agent' 'openstack/murano-apps'
 'openstack/murano-deployment' 'openstack/rally']"
['openstack/charm-interface-ceph-mds' 'openstack/charm-ceph-fs']
"['openstack/training-guides' 'openstack/openstack-manuals'
 'openstack/project-config']"
"['openstack/puppet-qdr' 'openstack/tripleo-heat-templates'
 'openstack/puppet-tripleo' 'openstack/puppet-openstack-integration']"
['openstack/puppet-tacker' 'openstack/puppet-tripleo']
"['openstack/puppet-crane' 'openstack/governance'
 'openstack/project-config']"
"['openstack/openstack-doc-tools' 'openstack/releases'
 'openstack/requirements' 'openstack/openstack-manuals'
 'openstack/project-config']"
"['openstack/api-site' 'openstack/openstack-manuals'
 'openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/nova']"
"['openstack/docs-specs' 'openstack/project-config' 'openstack/governance'
 'openstack/manila' 'openstack/python-manilaclient' 'openstack/manila-ui'
 'openstack/manila-image-elements' 'openstack/cinder' 'openstack/swift'
 'openstack/oslotest' 'openstack/zun' 'openstack/mistral'
 'openstack/installguide-cookiecutter' 'openstack/magnum'
 'openstack/os-testr' 'openstack/cookiecutter' 'openstack/oslo.cache'
 'openstack/mistral-specs' 'openstack/oslo.messaging'
 'openstack/python-watcherclient' 'openstack/vitrage' 'openstack/octavia'
 'openstack/oslo.reports' 'openstack/oslo.log'
 'openstack/openstack-manuals' 'openstack/trove' 'openstack/oslo.db'
 'openstack/oslo.middleware' 'openstack/cliff'
 'openstack/python-glanceclient' 'openstack/glance'
 'openstack/python-solumclient' 'openstack/oslo.config'
 'openstack/coverage2sql' 'openstack/osc-lib'
 'openstack/puppet-openstack-guide' 'openstack/pbr'
 'openstack/os-client-config' 'openstack/horizon' 'openstack/keystone'
 'openstack/python-openstackclient']"
['openstack/charm-ceph' 'openstack/project-config']
"['openstack/cookbook-openstack-bare-metal'
 'openstack/cookbook-openstackclient'
 'openstack/cookbook-openstack-common'
 'openstack/cookbook-openstack-identity' 'openstack/openstack-chef'
 'openstack/governance' 'openstack/project-config']"
['openstack/openstack-ansible-os_monasca-agent' 'openstack/project-config']
['openstack/openstack-ansible-os_molteniron' 'openstack/project-config']
['openstack/openstack-ansible-os_searchlight' 'openstack/project-config']
['openstack/openstack-ansible-os_almanach' 'openstack/project-config']
['openstack/openstack-ansible-os_zaqar' 'openstack/project-config']
['openstack/openstack-ansible-os_watcher' 'openstack/project-config']
['openstack/openstack-ansible-os_monasca' 'openstack/project-config']
"['openstack/python-vitrageclient' 'openstack/vitrage'
 'openstack/vitrage-tempest-plugin']"
['openstack-infra/opendev-website' 'openstack/project-config']
['openstack/ansible-role-k8s-cinder' 'openstack/project-config']
['openstack/ansible-role-k8s-cookiecutter' 'openstack/project-config']
"['openstack/ansible-role-k8s-glance' 'openstack/project-config'
 'openstack/ansible-role-k8s-mariadb' 'openstack/ansible-role-k8s-tripleo']"
"['openstack/ansible-role-k8s-keystone' 'openstack/project-config'
 'openstack/ansible-role-k8s-mariadb']"
"['openstack/ansible-role-k8s-mariadb' 'openstack/project-config'
 'openstack/ansible-role-k8s-keystone']"
['openstack/ansible-role-k8s-rabbitmq' 'openstack/project-config']
"['openstack/ansible-role-k8s-tripleo' 'openstack/project-config'
 'openstack/ansible-role-k8s-mariadb' 'openstack/ansible-role-k8s-glance']"
"['openstack/watcher-tempest-plugin' 'openstack/watcher'
 'openstack/tempest']"
"['openstack/puppet-tempest' 'openstack/puppet-openstack-integration'
 'openstack/puppet-glance' 'openstack/puppet-neutron' 'openstack/releases'
 'openstack/puppet-keystone']"
"['openstack/tripleo-ipsec' 'openstack/openstack-zuul-jobs'
 'openstack/tripleo-heat-templates']"
"['openstack/os-service-types' 'openstack/releases'
 'openstack/keystoneauth' 'openstack/service-types-authority']"
"['openstack/python-monascaclient' 'openstack/releases' 'openstack/heat'
 'openstack/monasca-api' 'openstack/monasca-ui' 'openstack/monasca-agent'
 'openstack/project-config' 'openstack/monasca-ceilometer']"
"['openstack/openstack-zuul-roles' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
"['openstack/oslosphinx' 'openstack/governance' 'openstack/project-config'
 'openstack/keystoneauth']"
['openstack/reviewstats' 'openstack/project-config']
['openstack/charm-pacemaker-remote' 'openstack/charm-hacluster']
"['openstack/charm-interface-pacemaker-remote'
 'openstack/charm-pacemaker-remote']"
"['openstack/sphinx-feature-classification' 'openstack/cinder'
 'openstack/nova']"
"['openstack/instack-undercloud' 'openstack/python-tripleoclient'
 'openstack/tripleo-heat-templates'
 'openstack/puppet-openstack-integration' 'openstack/tripleo-docs'
 'openstack/puppet-tripleo' 'openstack/tripleo-quickstart'
 'openstack/tripleo-common' 'openstack/tripleo-ui'
 'openstack/python-mistralclient' 'openstack/project-config'
 'openstack/tripleo-ci' 'openstack/tripleo-quickstart-extras'
 'openstack/tripleo-validations' 'openstack/puppet-ironic'
 'openstack/diskimage-builder' 'openstack/puppet-neutron'
 'openstack/os-cloud-config']"
"['openstack/charm-hacluster' 'openstack/charm-nova-cloud-controller'
 'openstack/charm-neutron-api']"
['openstack/openstack-ansible-os_blazar' 'openstack/openstack-ansible']
['openstack/openstack-ansible-os_mistral' 'openstack/openstack-ansible']
['openstack/openstack-ansible-os_masakari' 'openstack/openstack-ansible']
['openstack/oslo.limit' 'openstack/nova']
"['openstack/ldappool' 'openstack/keystone' 'openstack/releases'
 'openstack/project-config']"
['openstack/python-masakariclient' 'openstack/masakari-dashboard']
"['openstack/congress-tempest-plugin' 'openstack/congress'
 'openstack/tempest']"
"['openstack/trove-integration' 'openstack/trove' 'openstack/devstack-gate'
 'openstack/project-config' 'openstack/devstack']"
"['openstack/manila-image-elements' 'openstack/manila'
 'openstack/project-config']"
"['openstack/python-saharaclient' 'openstack/sahara-tests'
 'openstack/sahara-dashboard' 'openstack/project-config'
 'openstack/sahara']"
"['openstack/vitrage' 'openstack/python-vitrageclient'
 'openstack/vitrage-tempest-plugin' 'openstack/vitrage-dashboard'
 'openstack/vitrage-specs' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/cloudkitty-tempest-plugin' 'openstack/cloudkitty']
"['openstack/tripleo-ui' 'openstack/tripleo-quickstart-extras'
 'openstack/tripleo-quickstart' 'openstack/releases'
 'openstack/puppet-tripleo' 'openstack/tripleo-common']"
['openstack/charm-cinder-ceph' 'openstack/charm-deployment-guide']
"['openstack/murano-deployment' 'openstack/project-config'
 'openstack/murano-dashboard']"
['openstack/solum-tempest-plugin' 'openstack/solum']
"['openstack/python-senlinclient' 'openstack/senlin-dashboard'
 'openstack/senlin' 'openstack/project-config']"
"['openstack/heat-templates' 'openstack/tripleo-ci'
 'openstack/project-config' 'openstack/tripleo-heat-templates'
 'openstack/instack-undercloud' 'openstack/tripleo-common'
 'openstack/python-tripleoclient' 'openstack/app-catalog']"
['openstack/devstack-plugin-kafka' 'openstack/oslo.messaging']
"['openstack/python-keystoneclient' 'openstack/keystone'
 'openstack/keystonemiddleware' 'openstack/python-openstackclient'
 'openstack/heat' 'openstack/requirements' 'openstack/keystoneauth'
 'openstack/rpm-packaging' 'openstack/horizon' 'openstack/devstack'
 'openstack/project-config' 'openstack/python-novaclient']"
"['openstack/openstack-ansible-os_monasca-ui' 'openstack/governance'
 'openstack/project-config']"
"['openstack/freezer' 'openstack/openstack-zuul-jobs'
 'openstack/freezer-api' 'openstack/freezer-web-ui'
 'openstack/project-config']"
"['openstack/freezer-api' 'openstack/openstack-zuul-jobs'
 'openstack/freezer' 'openstack/project-config'
 'openstack/python-freezerclient' 'openstack/freezer-web-ui']"
"['openstack/release-test' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/charm-ceph-osd' 'openstack/charm-ceph-mon']
"['openstack/puppet-trove' 'openstack/puppet-oslo'
 'openstack/puppet-openstack-integration' 'openstack/puppet-keystone']"
"['openstack/astara' 'openstack/project-config'
 'openstack/astara-appliance']"
"['openstack/astara-appliance' 'openstack/project-config'
 'openstack/astara']"
['openstack/astara-neutron' 'openstack/project-config' 'openstack/astara']
['openstack/astara-horizon' 'openstack/project-config']
['openstack/openstack-helm-addons' 'openstack/openstack-helm']
['openstack/oslo.upgradecheck' 'openstack/designate']
['openstack/monasca-events-api' 'openstack/monasca-persister']
['openstack/manila-test-image' 'openstack/openstack-zuul-jobs']
['openstack/microversion-parse' 'openstack/project-config']
['openstack/fuxi-kubernetes' 'openstack/project-config']
['openstack/fuxi-golang' 'openstack/project-config']
['openstack/fuxi' 'openstack/project-config' 'openstack/requirements']
"['openstack/python-troveclient' 'openstack/trove'
 'openstack/trove-tempest-plugin' 'openstack/project-config'
 'openstack/trove-integration']"
['openstack/python-cloudkittyclient' 'openstack/cloudkitty-dashboard']
['openstack/yaql' 'openstack/project-config']
['openstack-infra/puppet-odsreg' 'openstack/project-config']
['openstack/activity-board' 'openstack/project-config']
['openstack-infra/beaker-localhost' 'openstack/project-config']
['openstack-infra/beaker-nodepool' 'openstack/project-config']
['openstack-infra/puppet-docker_registry' 'openstack/project-config']
['openstack/releasestatus' 'openstack/project-config']
['openstack-infra/vinz-webclient' 'openstack/project-config']
['openstack/zuul-packaging' 'openstack/project-config']
"['openstack/rst2bash' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
"['openstack/python-muranoclient' 'openstack/project-config'
 'openstack/murano-dashboard' 'openstack/murano' 'openstack/murano-agent']"
"['openstack/osprofiler' 'openstack/horizon' 'openstack/osc-lib'
 'openstack/ceilometer' 'openstack/cinder' 'openstack/heat'
 'openstack/neutron' 'openstack/keystone' 'openstack/oslo.db']"
['openstack/cloudkitty-dashboard' 'openstack/project-config']
"['openstack/openstack-chef-repo' 'openstack/cookbook-openstack-common'
 'openstack/cookbook-openstack-image'
 'openstack/cookbook-openstack-identity' 'openstack/project-config'
 'openstack/cookbook-openstack-compute'
 'openstack/cookbook-openstack-integration-test'
 'openstack/cookbook-openstack-dashboard']"
['openstack/whereto' 'openstack/project-config']
"['openstack/release-tools' 'openstack/project-config' 'openstack/releases'
 'openstack/oslo-incubator']"
"['openstack/python-zunclient' 'openstack/zun' 'openstack/zun-ui'
 'openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/requirements']"
"['openstack/cookbook-openstack-telemetry'
 'openstack/cookbook-openstack-identity' 'openstack/openstack-chef-repo']"
"['openstack/os-api-ref' 'openstack/project-config'
 'openstack/openstackdocstheme' 'openstack/designate']"
"['openstack/reno' 'openstack/project-config' 'openstack/ironic'
 'openstack/pbr']"
['openstack/heat-dashboard' 'openstack/horizon']
"['openstack/watcher-dashboard' 'openstack/horizon'
 'openstack/project-config']"
['openstack/kolla-kubernetes' 'openstack/project-config']
"['openstack/python-blazarclient' 'openstack/blazar-dashboard'
 'openstack/blazar-nova' 'openstack/blazar']"
['openstack/self-healing-sig' 'openstack/project-config']
['openstack/charm-interface-bgp' 'openstack/charm-neutron-dynamic-routing']
['openstack/heat-translator' 'openstack/tacker' 'openstack/project-config']
"['openstack/tripleo-incubator' 'openstack/project-config'
 'openstack/instack-undercloud' 'openstack/tripleo-docs' 'openstack/heat'
 'openstack/os-cloud-config' 'openstack/tripleo-ci'
 'openstack/tripleo-heat-templates']"
['openstack/blazar-nova' 'openstack/blazar' 'openstack/requirements']
['openstack/goal-tools' 'openstack/project-config']
['openstack/oslo.concurrency' 'openstack/project-config']
"['openstack/charm-interface-hacluster' 'openstack/charm-vault'
 'openstack/charm-gnocchi' 'openstack/charms.openstack'
 'openstack/charm-designate' 'openstack/charm-layer-openstack-api']"
['openstack/manila-ui' 'openstack/project-config' 'openstack/requirements']
['openstack/tacker-specs' 'openstack/project-config']
['openstack/sahara-image-elements' 'openstack/sahara-tests']
['openstack/osc-placement' 'openstack/project-config']
['openstack/cue' 'openstack/project-config' 'openstack/python-cueclient']
['openstack/cue-dashboard' 'openstack/project-config']
['openstack/python-cueclient' 'openstack/project-config']
"['openstack/python-freezerclient' 'openstack/freezer-api'
 'openstack/freezer']"
"['openstack/python-magnumclient' 'openstack/magnum' 'openstack/magnum-ui'
 'openstack/heat' 'openstack/project-config']"
"['openstack/blazar-dashboard' 'openstack/project-config'
 'openstack/blazar']"
"['openstack/openstack-ansible-ops' 'openstack/openstack-ansible-os_nova'
 'openstack/openstack-ansible-os_cinder' 'openstack/openstack-ansible']"
['openstack/puppet-glare' 'openstack/instack-undercloud']
"['openstack/ec2-api' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/networking-baremetal' 'openstack/ironic']
['openstack/oslo-cookiecutter' 'openstack/project-config']
"['openstack/oslo.serialization' 'openstack/requirements'
 'openstack/oslo.messaging']"
"['openstack/monasca-log-api' 'openstack/governance'
 'openstack/project-config' 'openstack/monasca-kibana-plugin']"
"['openstack/networking-calico' 'openstack/openstack-zuul-jobs'
 'openstack/project-config' 'openstack/neutron']"
['openstack/mox3' 'openstack/requirements']
"['openstack/python-tackerclient' 'openstack/requirements'
 'openstack/tacker' 'openstack/tacker-horizon']"
"['openstack/python-ceilometerclient' 'openstack/governance'
 'openstack/project-config' 'openstack/ceilometer']"
['openstack/puppet-vitrage' 'openstack/puppet-openstack-integration']
['openstack/manila-specs' 'openstack/project-config']
"['openstack/murano-apps' 'openstack/openstack-zuul-jobs'
 'openstack/project-config' 'openstack/app-catalog']"
"['openstack/storlets' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/reviewday' 'openstack/tripleo-ci']
"['openstack/dib-utils' 'openstack/diskimage-builder'
 'openstack/project-config']"
"['openstack/freezer-web-ui' 'openstack/project-config'
 'openstack/openstack-zuul-jobs']"
['openstack/app-catalog-ui' 'openstack/project-config']
['openstack/app-catalog' 'openstack/project-config']
['openstack/app-catalog-common' 'openstack/project-config']
['openstack/python-appcatalogclient' 'openstack/project-config']
"['openstack/octavia-dashboard' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/i18n' 'openstack/project-config']
"['openstack/python-congressclient' 'openstack/congress-dashboard'
 'openstack/project-config']"
"['openstack/python-zaqarclient' 'openstack/heat'
 'openstack/os-collect-config' 'openstack/zaqar']"
"['openstack/python-designateclient' 'openstack/project-config'
 'openstack/designate']"
"['openstack/bandit' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
"['openstack/charm-interface-manila-plugin'
 'openstack/charm-manila-generic' 'openstack/charm-manila']"
['openstack/kuryr' 'openstack/kuryr-libnetwork']
['openstack/rpm-packaging' 'openstack/requirements']
"['openstack/pyeclib' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']"
['openstack/charm-designate-bind' 'openstack/charm-designate']
['openstack/devstack-plugin-amqp1' 'openstack/project-config']
['openstack/python-ironic-inspector-client' 'openstack/project-config']
"['openstack/dragonflow' 'openstack/openstack-zuul-jobs'
 'openstack/devstack' 'openstack/kuryr-kubernetes'
 'openstack/project-config']"
['openstack/zun-ui' 'openstack/project-config']
"['openstack/monasca-statsd' 'openstack/project-config'
 'openstack/monasca-notification' 'openstack/monasca-agent']"
['openstack/python-fuelclient' 'openstack/fuel-web']
['openstack/bashate' 'openstack/project-config']
"['openstack/security-doc' 'openstack/openstack-zuul-jobs'
 'openstack/openstack-manuals']"
['openstack/murano-agent' 'openstack/project-config' 'openstack/murano']
"['openstack/murano-dashboard' 'openstack/project-config'
 'openstack/python-muranoclient' 'openstack/murano'
 'openstack/tripleo-quickstart' 'openstack/murano-apps']"
['openstack/murano-pkg-check' 'openstack/project-config']
['openstack/tacker-horizon' 'openstack/project-config' 'openstack/tacker']
['openstack/monasca-specs' 'openstack/monasca-api']
"['openstack/cookbook-openstack-application-catalog'
 'openstack/openstack-chef-repo']"
"['openstack/openstack-ansible-security' 'openstack/project-config'
 'openstack/openstack-ansible-plugins' 'openstack/openstack-ansible']"
"['openstack/puppet-murano' 'openstack/puppet-openstack-integration'
 'openstack/fuel-library']"
"['openstack/python-watcherclient' 'openstack/project-config'
 'openstack/watcher-dashboard']"
['openstack/oslo.reports' 'openstack/project-config' 'openstack/releases']
['openstack/oslo.i18n' 'openstack/project-config' 'openstack/heat']
['openstack/stevedore' 'openstack/project-config']
['openstack/designate-dashboard' 'openstack/project-config']
"['openstack/oslo.middleware' 'openstack/project-config'
 'openstack/gnocchi' 'openstack/devstack']"
['openstack/neutron-vpnaas-dashboard' 'openstack/requirements']
['openstack/coverage2sql' 'openstack/project-config']
"['openstack/gnocchi' 'openstack/project-config' 'openstack/ceilometer'
 'openstack/python-gnocchiclient' 'openstack/tempest']"
['openstack/ironic-inspector-specs' 'openstack/ironic-inspector']
['openstack/python-gnocchiclient' 'openstack/project-config']
['openstack/zaqar-ui' 'openstack/project-config']
['openstack/magnum-ui' 'openstack/project-config' 'openstack/releases']
['openstack/networking-powervm' 'openstack/requirements']
['openstack/ceilometer-powervm' 'openstack/requirements']
"['openstack/nova-powervm' 'openstack/requirements'
 'openstack/openstack-ansible']"
"['openstack/instack' 'openstack/instack-undercloud'
 'openstack/diskimage-builder']"
"['openstack/fuel-nailgun-agent' 'openstack/fuel-agent'
 'openstack/fuel-web']"
"['openstack/fuel-agent' 'openstack/fuel-nailgun-agent'
 'openstack/fuel-web' 'openstack/fuel-library' 'openstack/fuel-qa'
 'openstack/fuel-main']"
['openstack/tuning-box' 'openstack/project-config']
['openstack/fuel-ostf' 'openstack/project-config' 'openstack/fuel-qa']
['openstack/fuel-stats' 'openstack/project-config' 'openstack/fuel-web']
['openstack/fuel-nailgun-extension-iac' 'openstack/project-config']
"['openstack/fuel-nailgun-extension-converted-serializers'
 'openstack/project-config']"
"['openstack/fuel-nailgun-extension-cluster-upgrade'
 'openstack/project-config' 'openstack/fuel-octane' 'openstack/fuel-web']"
['openstack/molteniron' 'openstack/project-config']
['openstack/salt-formula-heat' 'openstack/project-config']
['openstack/salt-formula-glance' 'openstack/project-config']
['openstack/salt-formula-cinder' 'openstack/project-config']
['openstack/salt-formula-nova' 'openstack/project-config']
['openstack/salt-formula-horizon' 'openstack/project-config']
['openstack/salt-formula-kubernetes' 'openstack/project-config']
['openstack/salt-formula-swift' 'openstack/project-config']
['openstack/salt-formula-neutron' 'openstack/project-config']
['openstack/salt-formula-keystone' 'openstack/project-config']
['openstack/salt-formula-opencontrail' 'openstack/project-config']
['openstack/salt-formula-ceilometer' 'openstack/project-config']
['openstack/magnum-specs' 'openstack/magnum']
['openstack/fairy-slipper' 'openstack/project-config']
['openstack/mistral-dashboard' 'openstack/mistral']
['openstack/solum-dashboard' 'openstack/solum']
['openstack/python-keystoneclient-kerberos' 'openstack/project-config']
['openstack/senlin-dashboard' 'openstack/senlin']
"['openstack/cookbook-openstack-database' 'openstack/governance'
 'openstack/project-config']"
"['openstack/cookbook-openstack-data-processing' 'openstack/governance'
 'openstack/project-config']"
"['openstack/cookbook-openstack-object-storage' 'openstack/governance'
 'openstack/project-config']"
"['openstack/os-cloud-config' 'openstack/python-tripleoclient'
 'openstack/tripleo-common' 'openstack/tripleo-heat-templates'
 'openstack/tripleo-incubator']"
['openstack/puppet-cloudkitty' 'openstack/puppet-horizon']
['openstack/renderspec' 'openstack/project-config']
['openstack/fuel-ui' 'openstack/fuel-web']
['openstack/python-solumclient' 'openstack/project-config']
['openstack/keystoneauth-saml2' 'openstack/project-config']
['openstack/fuel-octane' 'openstack/project-config']
"['openstack/fuel-astute' 'openstack/fuel-web' 'openstack/fuel-qa'
 'openstack/fuel-plugins' 'openstack/fuel-library']"
['openstack/oslo.rootwrap' 'openstack/devstack']
['openstack/oslo.vmware' 'openstack/project-config' 'openstack/nova']
"['openstack/fuel-main' 'openstack/fuel-library' 'openstack/fuel-web'
 'openstack/fuel-menu' 'openstack/fuel-agent' 'openstack/fuel-astute'
 'openstack/fuel-qa' 'openstack/shotgun']"
['openstack/fuel-menu' 'openstack/fuel-library' 'openstack/fuel-agent']
['openstack/python-brick-cinderclient-ext' 'openstack/project-config']
['openstack/deb-openstack-pkg-tools' 'openstack/project-config']
['openstack/trove-dashboard' 'openstack/project-config']
['openstack/sahara-specs' 'openstack/sahara']
['openstack/fuel-virtualbox' 'openstack/fuel-library']
['openstack/trove-specs' 'openstack/trove' 'openstack/trove-integration']
['openstack/fuel-devops' 'openstack/project-config' 'openstack/fuel-qa']
['openstack/fuel-docs' 'openstack/project-config']
['openstack/fuel-qa' 'openstack/fuel-web' 'openstack/fuel-main']
['openstack/heat-specs' 'openstack/heat' 'openstack/project-config']
['openstack/designate-specs' 'openstack/designate']
['openstack/futurist' 'openstack/ironic']
"['openstack/networking-ofagent' 'openstack/project-config'
 'openstack/neutron']"
['openstack/qa-specs' 'openstack/project-config']
['openstack/horizon-cisco-ui' 'openstack/project-config']
['openstack/cookbook-openstack-client' 'openstack/openstack-chef-repo']
['openstack/xstatic-jasmine' 'openstack/horizon']
['openstack/os-apply-config' 'openstack/tripleo-image-elements']
