Duration,Reviewer_sharing,Project_type
20.28,Different,Source
20.28,Different,Source
20.28,Different,Source
20.28,Different,Source
20.28,Different,Source
20.28,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.32,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.39,Different,Source
20.23,Different,Source
20.23,Different,Source
501.53,Different,Source
501.53,Different,Source
322.92,Different,Source
322.92,Different,Source
20.72,Different,Source
20.22,Different,Source
20.22,Different,Source
20.36,Different,Source
20.36,Different,Source
20.37,Different,Source
20.37,Different,Source
20.29,Different,Source
20.29,Different,Source
209.25,Different,Source
209.25,Different,Source
20.36,Different,Source
20.36,Different,Source
20.28,Different,Source
20.28,Different,Source
20.35,Different,Source
20.35,Different,Source
515.96,Different,Source
515.96,Different,Source
20.27,Different,Source
20.27,Different,Source
20.2,Different,Source
20.2,Different,Source
20.25,Different,Source
20.25,Different,Source
20.3,Different,Source
20.3,Different,Source
20.26,Different,Source
20.26,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.26,Different,Source
20.26,Different,Source
20.29,Different,Source
20.29,Different,Source
34.14,Different,Source
34.14,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
6.12,Different,Source
13.2,Different,Source
13.19,Different,Source
13.19,Different,Source
13.19,Different,Source
13.19,Different,Source
13.19,Different,Source
13.19,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.18,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.17,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
13.13,Different,Source
119.3,Different,Source
206.14,Different,Source
28.11,Different,Source
5.28,Different,Source
5.2,Different,Source
22.48,Different,Source
0.68,Different,Source
2.02,Different,Source
2.02,Different,Source
351.41,Different,Source
1050.87,Different,Source
1050.87,Different,Source
1050.87,Different,Source
1050.87,Different,Source
132.1,Different,Source
132.1,Different,Source
132.1,Different,Source
132.1,Different,Source
44.04,Different,Source
213.68,Different,Source
213.74,Different,Source
457.22,Different,Source
163.84,Different,Source
49.05,Different,Source
49.05,Different,Source
22.2,Different,Source
22.2,Different,Source
22.2,Different,Source
70.02,Different,Source
6598.61,Different,Source
6598.61,Different,Source
6598.61,Different,Source
2653.87,Different,Source
2653.87,Different,Source
13.3,Different,Source
13.3,Different,Source
13.3,Different,Source
13.3,Different,Source
13.3,Different,Source
13.3,Different,Source
865.71,Different,Source
865.71,Different,Source
865.71,Different,Source
865.71,Different,Source
865.71,Different,Source
208.66,Different,Source
208.66,Different,Source
208.66,Different,Source
208.66,Different,Source
3578.23,Different,Source
3578.23,Different,Source
3578.23,Different,Source
1.38,Different,Source
1.38,Different,Source
60.87,Different,Source
82.9,Different,Source
16.59,Different,Source
16.59,Different,Source
155.9,Different,Source
5.13,Different,Source
5.13,Different,Source
5.13,Different,Source
150.04,Different,Source
8.58,Different,Source
2454.32,Different,Source
2283.6,Different,Source
544.81,Different,Source
544.81,Different,Source
544.81,Different,Source
628.64,Different,Source
46.45,Different,Source
19.49,Different,Source
128.29,Different,Source
128.29,Different,Source
107.37,Different,Source
107.37,Different,Source
105.81,Different,Source
105.81,Different,Source
1366.15,Different,Source
1478.35,Different,Source
119.58,Different,Source
119.58,Different,Source
119.58,Different,Source
119.58,Different,Source
90.18,Different,Source
90.18,Different,Source
90.18,Different,Source
90.18,Different,Source
90.18,Different,Source
75.22,Different,Source
75.22,Different,Source
75.22,Different,Source
75.22,Different,Source
75.22,Different,Source
34.64,Different,Source
34.64,Different,Source
34.64,Different,Source
34.64,Different,Source
93.47,Different,Source
93.47,Different,Source
93.48,Different,Source
93.48,Different,Source
230.84,Different,Source
230.84,Different,Source
252.86,Different,Source
252.86,Different,Source
252.86,Different,Source
148.22,Different,Source
148.22,Different,Source
2.4,Different,Source
2.4,Different,Source
2.4,Different,Source
6.45,Different,Source
6.45,Different,Source
6.45,Different,Source
6.45,Different,Source
6.45,Different,Source
6.45,Different,Source
35.17,Different,Source
35.17,Different,Source
781.65,Different,Source
781.65,Different,Source
282.76,Different,Source
282.76,Different,Source
2.52,Different,Source
2.52,Different,Source
427.81,Different,Source
427.81,Different,Source
96.8,Different,Source
96.8,Different,Source
4.77,Different,Source
4.77,Different,Source
4.48,Different,Source
4.48,Different,Source
624.91,Different,Source
624.91,Different,Source
115.13,Different,Source
115.13,Different,Source
121.53,Different,Source
121.53,Different,Source
32.68,Different,Source
32.68,Different,Source
356.15,Different,Source
356.15,Different,Source
370.08,Different,Source
370.08,Different,Source
370.08,Different,Source
213.26,Different,Source
213.26,Different,Source
213.26,Different,Source
48.61,Different,Source
2274.36,Different,Source
2609.23,Different,Source
528.79,Different,Source
356.07,Different,Source
356.07,Different,Source
356.07,Different,Source
356.07,Different,Source
62.27,Different,Source
62.27,Different,Source
62.27,Different,Source
12.33,Different,Source
12.33,Different,Source
1130.82,Different,Source
3514.35,Different,Source
387.95,Different,Source
2754.63,Different,Source
120.47,Different,Source
1509.01,Different,Source
1513.73,Different,Source
21.78,Different,Source
148.59,Different,Source
2.78,Different,Source
2.75,Different,Source
290.76,Different,Source
277.54,Different,Source
50.53,Different,Source
50.53,Different,Source
0.29,Different,Source
11.12,Different,Source
555.33,Different,Source
86.15,Different,Source
107.59,Different,Source
106.99,Different,Source
106.99,Different,Source
64.9,Different,Source
64.9,Different,Source
64.9,Different,Source
64.9,Different,Source
64.9,Different,Source
577.76,Different,Source
577.76,Different,Source
577.76,Different,Source
577.76,Different,Source
577.76,Different,Source
72.44,Different,Source
72.44,Different,Source
72.44,Different,Source
72.44,Different,Source
72.44,Different,Source
100.36,Different,Source
100.36,Different,Source
100.36,Different,Source
100.36,Different,Source
100.36,Different,Source
72.45,Different,Source
72.45,Different,Source
72.45,Different,Source
72.45,Different,Source
72.45,Different,Source
1183.87,Different,Source
115.36,Different,Source
115.36,Different,Source
115.36,Different,Source
115.36,Different,Source
115.36,Different,Source
2016.21,Different,Source
2016.21,Different,Source
2016.21,Different,Source
2016.21,Different,Source
2016.21,Different,Source
64.96,Different,Source
64.96,Different,Source
64.96,Different,Source
986.69,Different,Source
986.69,Different,Source
986.69,Different,Source
44.21,Different,Source
44.21,Different,Source
44.21,Different,Source
44.21,Different,Source
48.01,Different,Source
48.01,Different,Source
48.01,Different,Source
48.01,Different,Source
48.01,Different,Source
48.01,Different,Source
48.01,Different,Source
19.91,Different,Source
19.81,Different,Source
192.21,Different,Source
47.9,Different,Source
47.9,Different,Source
47.9,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
7.36,Different,Source
44.21,Different,Source
44.21,Different,Source
870.35,Different,Source
32.76,Different,Source
0.46,Different,Source
0.46,Different,Source
25.9,Different,Source
10.08,Different,Source
77.77,Different,Source
6.67,Different,Source
0.82,Different,Source
0.82,Different,Source
0.82,Different,Source
191.78,Different,Source
191.78,Different,Source
191.78,Different,Source
191.78,Different,Source
191.78,Different,Source
3.89,Different,Source
3.89,Different,Source
3.89,Different,Source
191.76,Different,Source
191.76,Different,Source
191.76,Different,Source
191.76,Different,Source
191.76,Different,Source
191.76,Different,Source
18.41,Different,Source
18.41,Different,Source
18.41,Different,Source
203.43,Different,Source
203.43,Different,Source
203.43,Different,Source
203.43,Different,Source
203.43,Different,Source
220.56,Different,Source
220.56,Different,Source
220.56,Different,Source
220.56,Different,Source
220.56,Different,Source
220.56,Different,Source
17.81,Different,Source
17.81,Different,Source
17.81,Different,Source
17.81,Different,Source
17.81,Different,Source
5402.75,Different,Source
5402.75,Different,Source
5402.75,Different,Source
5402.75,Different,Source
5402.75,Different,Source
142.53,Different,Source
142.53,Different,Source
142.53,Different,Source
142.53,Different,Source
142.53,Different,Source
142.53,Different,Source
142.6,Different,Source
142.6,Different,Source
142.6,Different,Source
142.6,Different,Source
142.6,Different,Source
142.6,Different,Source
164.25,Different,Source
164.25,Different,Source
164.25,Different,Source
164.25,Different,Source
164.25,Different,Source
164.25,Different,Source
115.73,Different,Source
115.73,Different,Source
115.73,Different,Source
121.28,Different,Source
121.28,Different,Source
121.28,Different,Source
123.74,Different,Source
123.74,Different,Source
123.74,Different,Source
125.56,Different,Source
125.56,Different,Source
125.56,Different,Source
1.63,Different,Source
1.63,Different,Source
1.63,Different,Source
1.63,Different,Source
4923.87,Different,Source
9888.57,Different,Source
4205.04,Different,Source
139.08,Different,Source
22.11,Different,Source
1.15,Different,Source
145.81,Different,Source
30.9,Different,Source
30.9,Different,Source
30.9,Different,Source
546.07,Different,Source
546.07,Different,Source
3.42,Different,Source
3.42,Different,Source
3.42,Different,Source
3.42,Different,Source
3.42,Different,Source
4853.37,Different,Source
1480.57,Different,Source
1478.47,Different,Source
1478.47,Different,Source
21.08,Different,Source
21.08,Different,Source
20.3,Different,Source
275.8,Different,Source
9.08,Different,Source
93.35,Different,Source
93.35,Different,Source
93.35,Different,Source
93.35,Different,Source
93.35,Different,Source
93.35,Different,Source
93.35,Different,Source
80.6,Different,Source
80.6,Different,Source
80.6,Different,Source
80.6,Different,Source
80.6,Different,Source
80.6,Different,Source
80.6,Different,Source
9.77,Different,Source
71.76,Different,Source
81.44,Different,Source
84.5,Different,Source
84.5,Different,Source
7.83,Different,Source
70.42,Different,Source
20.34,Different,Source
64.04,Different,Source
66.85,Different,Source
152.43,Different,Source
152.43,Different,Source
1007.5,Different,Source
1007.5,Different,Source
58.04,Different,Source
58.04,Different,Source
252.99,Different,Source
290.32,Different,Source
97.78,Different,Source
94.67,Different,Source
94.67,Different,Source
94.67,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
3.87,Different,Source
91.69,Different,Source
137.98,Different,Source
137.98,Different,Source
17399.1,Different,Source
17399.1,Different,Source
3.83,Different,Source
3.83,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.47,Different,Source
2678.5,Different,Source
2678.5,Different,Source
2678.5,Different,Source
