devs_nbr,projects_nbr,dev_status
33003,2,Non core
33006,1,Non core
33012,1,Non core
33014,1,Non core
33032,1,Non core
33036,2,Non core
33061,2,Non core
33067,1,Non core
33080,4,Non core
33083,2,Non core
33105,1,Non core
33121,2,Non core
33125,3,Non core
33128,2,Non core
33130,3,Non core
33148,3,Non core
33158,1,Non core
33161,16,Non core
33173,2,Non core
33176,4,Non core
33185,2,Non core
33192,3,Non core
33195,2,Non core
33196,4,Non core
33224,1,Non core
33240,2,Non core
33244,3,Non core
33250,1,Non core
33273,4,Non core
33282,4,Non core
33284,1,Non core
33292,2,Non core
33295,1,Non core
33301,3,Non core
33307,2,Non core
33339,1,Non core
33340,3,Non core
33341,1,Non core
33344,4,Non core
33353,1,Core
33370,18,Non core
33375,1,Non core
33379,19,Non core
33380,2,Non core
33408,1,Non core
33431,4,Non core
33436,5,Non core
33455,5,Core
33466,1,Non core
33469,2,Non core
33473,1,Non core
33492,5,Non core
33493,5,Non core
33502,2,Non core
33512,2,Non core
33519,3,Core
33525,2,Non core
33536,2,Non core
33543,2,Non core
33544,1,Non core
33558,3,Non core
33576,1,Non core
33582,3,Non core
33594,3,Non core
33602,2,Non core
33607,2,Non core
33608,1,Non core
33612,4,Non core
33613,2,Non core
33618,2,Non core
33633,2,Non core
33634,8,Non core
33636,1,Non core
33643,2,Non core
33648,3,Non core
33652,8,Non core
33663,1,Non core
33673,1,Non core
33688,3,Non core
33689,1,Non core
33693,1,Non core
33694,2,Non core
33708,1,Non core
33712,2,Non core
33717,17,Non core
33725,3,Non core
33732,8,Non core
33741,10,Non core
33742,1,Non core
33753,4,Non core
33756,2,Non core
33760,1,Non core
33761,1,Non core
33765,5,Non core
33774,2,Non core
33780,5,Non core
33786,5,Non core
33787,2,Non core
33795,2,Non core
33813,1,Non core
33816,2,Non core
33818,1,Non core
33826,2,Non core
33828,1,Non core
33830,5,Non core
33832,1,Non core
33835,1,Non core
33836,1,Non core
33848,1,Non core
33856,2,Non core
33859,1,Non core
33871,1,Non core
33872,2,Non core
33881,27,Non core
33892,1,Non core
33898,2,Non core
33899,1,Non core
33905,2,Non core
33910,1,Non core
33920,1,Non core
33945,1,Non core
33950,4,Non core
33952,2,Non core
33986,2,Non core
33987,2,Non core
34017,6,Non core
34026,2,Non core
34037,1,Non core
34041,2,Non core
34045,1,Non core
34050,1,Non core
34054,1,Non core
34056,2,Non core
34059,2,Non core
34060,1,Non core
34063,2,Non core
34067,1,Non core
34076,4,Non core
34106,1,Non core
34107,2,Non core
34110,1,Non core
34116,2,Non core
34118,3,Non core
34120,15,Non core
34123,1,Non core
34125,1,Non core
34127,4,Non core
34133,2,Non core
34141,3,Non core
34173,2,Non core
34175,1,Non core
34181,2,Non core
34185,1,Non core
34189,1,Non core
34201,1,Non core
34205,2,Non core
34208,11,Core
34213,1,Non core
34226,1,Non core
34232,2,Non core
34247,1,Non core
34257,1,Non core
34260,3,Non core
34271,3,Non core
34275,4,Non core
34290,1,Non core
34293,2,Non core
34308,1,Non core
34319,2,Non core
34329,2,Non core
34340,15,Non core
34346,3,Non core
34352,19,Non core
34367,1,Non core
34375,6,Non core
34380,1,Non core
34392,1,Non core
34411,5,Non core
34423,2,Non core
34427,4,Non core
34429,7,Core
34451,6,Core
34452,1,Non core
34462,2,Non core
34520,1,Non core
34525,1,Non core
34533,2,Non core
34538,1,Non core
34541,1,Non core
34543,5,Non core
34558,1,Non core
34564,5,Non core
34579,2,Non core
34584,2,Non core
34585,1,Non core
34589,1,Non core
34598,5,Non core
34600,1,Non core
34602,1,Non core
34618,1,Non core
34621,1,Non core
34624,1,Non core
34637,1,Non core
34643,1,Non core
34644,1,Non core
34646,1,Non core
34647,1,Non core
34653,8,Non core
34665,10,Non core
34667,1,Non core
34668,1,Non core
34671,2,Non core
34694,1,Non core
34712,2,Non core
34715,3,Non core
34718,1,Non core
34720,5,Non core
34728,1,Non core
34750,4,Non core
34754,2,Non core
34756,2,Non core
34781,3,Non core
34794,2,Non core
34801,1,Non core
34819,1,Non core
34821,2,Non core
34847,1,Non core
34860,1,Non core
34864,2,Non core
34868,2,Non core
34892,1,Non core
34913,3,Non core
34918,3,Non core
34921,1,Non core
34930,1,Non core
34933,1,Non core
34934,1,Non core
34936,1,Non core
34940,2,Non core
34946,1,Non core
34951,1,Non core
34952,3,Non core
34959,4,Non core
34980,2,Non core
34983,2,Non core
34996,1,Non core
35007,3,Non core
35012,2,Non core
35014,2,Non core
35016,2,Non core
35024,2,Non core
35025,2,Non core
35058,68,Non core
35059,2,Non core
35067,38,Non core
35075,3,Non core
35091,2,Non core
35098,3,Non core
35099,2,Non core
35105,1,Non core
35133,1,Non core
35161,1,Non core
35169,1,Non core
35173,2,Non core
35192,1,Non core
35203,2,Non core
35227,2,Non core
35264,1,Non core
35266,1,Non core
35339,1,Non core
35355,1,Non core
35361,1,Non core
35414,2,Non core
35462,1,Non core
