reviewer,service,rev_status
18683,2,Non core
18687,1,Non core
18688,1,Non core
18698,1,Non core
18699,1,Non core
18705,1,Non core
18712,1,Non core
18717,2,Non core
18718,1,Non core
18723,7,Non core
18728,1,Non core
18729,1,Core
18732,2,Non core
18736,3,Non core
18738,1,Non core
18742,5,Non core
18746,4,Non core
18747,1,Non core
18751,1,Non core
18755,2,Non core
18757,1,Non core
18766,2,Non core
18769,1,Non core
18777,14,Non core
18781,2,Non core
18783,6,Core
18784,11,Non core
18785,3,Non core
18788,1,Non core
18791,1,Non core
18792,1,Non core
18793,2,Non core
18795,6,Non core
18797,1,Non core
18802,5,Non core
18805,1,Non core
18810,5,Non core
18815,2,Non core
18816,5,Non core
18817,1,Non core
18821,1,Non core
18827,1,Non core
18829,1,Non core
18834,1,Non core
18838,2,Non core
18841,1,Non core
18844,1,Non core
18845,1,Non core
18849,1,Non core
18851,7,Non core
18854,1,Non core
18855,1,Non core
18856,1,Non core
18857,1,Non core
18858,2,Non core
18876,2,Non core
18882,1,Non core
18883,3,Non core
18886,1,Non core
18889,3,Non core
18893,11,Core
18894,8,Non core
18895,1,Non core
18896,2,Non core
18898,1,Non core
18903,4,Non core
18904,6,Non core
18905,1,Non core
18906,4,Non core
18913,2,Non core
18916,3,Non core
18921,1,Non core
18926,1,Non core
18929,1,Non core
18930,2,Non core
18934,5,Non core
18936,2,Non core
18937,3,Non core
18938,1,Non core
18940,14,Non core
18941,1,Non core
18943,1,Non core
18955,43,Core
18961,2,Non core
18965,1,Non core
18967,4,Non core
18971,4,Core
18973,1,Non core
18978,1,Non core
18980,1,Non core
18981,1,Non core
18982,1,Non core
18985,1,Non core
18997,2,Non core
19004,3,Non core
19011,2,Core
19013,2,Non core
19014,1,Non core
19016,4,Non core
19017,5,Non core
19019,1,Non core
19021,2,Non core
19029,1,Non core
19046,1,Non core
19048,3,Non core
19050,1,Non core
19055,8,Core
19064,1,Non core
19065,3,Non core
19066,1,Non core
19072,3,Non core
19086,1,Non core
19098,1,Non core
19112,1,Non core
19115,1,Non core
19118,5,Non core
19119,1,Core
19120,1,Non core
19122,5,Core
19124,2,Non core
19125,1,Non core
19129,1,Non core
19132,16,Non core
19133,3,Non core
19134,15,Core
19136,19,Non core
19137,18,Non core
19138,6,Non core
19140,1,Core
19142,2,Core
19145,1,Non core
19148,1,Non core
19151,3,Non core
19153,9,Non core
19156,6,Non core
19159,15,Core
19160,2,Non core
19173,7,Non core
19178,2,Non core
19181,1,Non core
19184,7,Core
19191,1,Non core
19193,3,Core
19194,1,Core
19195,1,Non core
19199,2,Non core
19200,1,Non core
19203,1,Non core
19206,4,Non core
19209,1,Core
19210,1,Core
19212,2,Non core
19213,2,Non core
19214,1,Non core
19220,1,Non core
19222,1,Non core
19224,5,Non core
19226,6,Non core
19227,2,Non core
19228,5,Non core
19231,1,Non core
19232,6,Non core
19233,1,Core
19234,9,Non core
19236,1,Non core
19254,1,Non core
19258,1,Non core
19262,7,Core
19265,6,Non core
19267,3,Non core
19282,2,Non core
19283,4,Non core
19284,2,Non core
19285,1,Non core
19286,1,Non core
19288,1,Non core
19290,1,Non core
19298,26,Core
19300,10,Non core
19303,2,Non core
19304,2,Non core
19307,12,Core
19312,3,Non core
19316,14,Non core
19318,2,Non core
19328,1,Non core
19331,1,Non core
19332,1,Non core
19333,1,Non core
19334,1,Non core
19339,42,Non core
19345,1,Non core
19346,2,Core
19348,2,Non core
19349,1,Non core
19350,1,Core
19354,1,Non core
19361,2,Non core
19366,1,Non core
19367,2,Non core
19370,6,Non core
19371,1,Non core
19372,3,Non core
19374,1,Non core
19378,5,Non core
19380,4,Core
19383,4,Non core
19384,6,Core
19388,1,Core
19390,4,Non core
19391,4,Non core
19414,2,Non core
19416,1,Non core
19419,2,Non core
19429,1,Non core
19448,1,Non core
19450,2,Non core
19452,1,Non core
19453,1,Non core
19454,1,Non core
19457,28,Core
19465,1,Non core
19472,18,Non core
19473,1,Non core
19476,1,Non core
19478,2,Non core
19489,1,Non core
19490,1,Non core
19494,5,Non core
19500,1,Non core
19519,4,Non core
19520,6,Non core
19521,7,Non core
19532,5,Non core
19536,3,Non core
19538,1,Non core
19539,1,Non core
19542,1,Non core
19548,1,Non core
19554,42,Non core
19560,4,Non core
19561,1,Non core
19563,2,Non core
19564,2,Non core
19573,1,Non core
19575,2,Non core
19576,1,Non core
19578,7,Non core
19581,1,Non core
19587,5,Non core
19590,5,Non core
19591,1,Non core
19592,2,Non core
19593,3,Non core
19594,5,Non core
19601,1,Non core
19604,1,Non core
19606,1,Non core
19610,1,Non core
19611,4,Non core
19613,1,Non core
19619,6,Non core
19625,1,Non core
19637,2,Non core
19642,3,Non core
19644,7,Core
19645,1,Non core
19651,1,Non core
19653,1,Non core
19667,2,Non core
19669,1,Non core
19673,1,Non core
19674,3,Non core
19676,1,Non core
19677,1,Non core
19684,5,Non core
19686,4,Non core
19688,1,Non core
19690,3,Non core
19692,1,Non core
19701,4,Non core
19712,2,Non core
19714,1,Non core
19722,1,Non core
19724,1,Core
19726,4,Non core
19731,2,Non core
19736,2,Non core
19737,6,Non core
19740,6,Non core
19741,37,Non core
19743,3,Non core
19746,1,Non core
19755,1,Non core
19760,2,Non core
19765,1,Non core
19766,2,Non core
19774,5,Non core
19776,1,Non core
19778,2,Non core
19779,33,Core
19780,1,Non core
19786,1,Non core
19790,8,Non core
19797,2,Non core
19798,1,Non core
19805,2,Non core
19807,1,Non core
19810,1,Non core
19811,1,Non core
19814,13,Non core
19840,2,Non core
19844,1,Non core
19845,3,Non core
19849,2,Non core
19851,1,Non core
19853,41,Non core
19858,1,Non core
19861,7,Non core
19879,1,Non core
19896,22,Non core
19897,1,Non core
19900,1,Non core
19901,11,Non core
19902,5,Non core
19904,2,Non core
19906,6,Non core
19910,2,Non core
19912,3,Non core
19919,2,Non core
19920,1,Non core
19921,2,Non core
19928,1,Non core
19930,43,Non core
19935,15,Non core
19937,4,Non core
19944,5,Non core
19947,1,Non core
19948,5,Non core
19950,7,Non core
19954,5,Non core
19955,1,Non core
19956,3,Non core
19962,1,Non core
19963,2,Non core
19985,3,Non core
19990,3,Core
19991,2,Non core
19992,1,Non core
19999,5,Non core
20000,9,Non core
20001,1,Non core
20003,2,Non core
20004,1,Non core
20006,3,Non core
20007,2,Non core
20010,1,Non core
20015,1,Non core
20017,1,Non core
20028,2,Non core
20031,5,Non core
20033,5,Non core
20035,10,Non core
20037,4,Non core
20038,4,Core
20039,1,Non core
20040,1,Non core
20042,4,Non core
20050,1,Non core
20058,1,Non core
20060,1,Core
20066,19,Non core
20069,1,Non core
20071,1,Non core
20076,3,Non core
20079,10,Non core
20082,7,Non core
20084,2,Non core
20089,2,Non core
20090,1,Non core
20095,5,Non core
20099,4,Non core
20100,4,Non core
20102,1,Non core
20104,10,Non core
20105,8,Non core
20106,4,Non core
20108,1,Non core
20120,1,Non core
20123,4,Non core
20128,7,Non core
20129,2,Non core
20136,1,Non core
20137,2,Non core
20140,6,Non core
20145,1,Non core
20146,17,Non core
20147,17,Non core
20150,1,Non core
20156,21,Non core
20158,4,Non core
20159,1,Non core
20160,7,Non core
20162,1,Non core
20163,1,Non core
20171,5,Non core
20172,14,Core
20178,1,Non core
20180,2,Non core
20181,4,Non core
20182,14,Non core
20184,4,Non core
20186,1,Non core
20190,28,Core
20191,16,Non core
20194,10,Core
20195,10,Core
20196,2,Non core
20198,2,Non core
20205,2,Non core
20206,1,Non core
20208,1,Non core
20212,1,Non core
20217,2,Non core
20218,1,Non core
20220,1,Non core
20223,6,Non core
20226,1,Non core
20227,8,Non core
20229,12,Core
20230,3,Non core
20244,1,Non core
20246,8,Non core
20250,1,Non core
20251,7,Non core
20252,4,Non core
20253,1,Non core
20254,6,Non core
20255,1,Non core
20256,12,Non core
20257,2,Non core
20258,1,Non core
20259,21,Non core
20271,1,Non core
20277,1,Non core
20279,2,Non core
20284,1,Non core
20288,1,Non core
20291,1,Non core
20294,2,Non core
20297,1,Non core
20298,1,Non core
20299,1,Non core
20301,2,Non core
20309,1,Non core
20311,2,Non core
20312,9,Non core
20313,1,Non core
20316,7,Non core
20325,12,Non core
20327,2,Non core
20330,1,Non core
20336,1,Non core
20338,1,Non core
20340,1,Non core
20354,2,Non core
20361,2,Non core
20363,10,Non core
20364,1,Non core
20366,1,Non core
20369,3,Non core
20370,2,Non core
20372,1,Non core
20376,3,Non core
20378,15,Non core
20380,4,Non core
20382,17,Non core
20383,1,Non core
20384,1,Non core
20386,1,Non core
20395,5,Non core
20396,1,Non core
20401,17,Non core
20403,2,Non core
20408,4,Non core
20411,8,Non core
20414,2,Non core
20428,2,Non core
20430,3,Non core
20434,2,Non core
20437,1,Non core
20442,2,Non core
20443,8,Non core
20444,4,Non core
20446,3,Non core
20449,1,Non core
20450,1,Non core
20451,1,Non core
20453,1,Non core
20458,2,Non core
20462,1,Non core
20465,3,Non core
20466,30,Non core
20469,2,Non core
20477,2,Non core
20479,2,Non core
20481,2,Non core
20488,2,Non core
20490,1,Non core
20498,21,Core
20506,2,Non core
20508,8,Non core
20509,2,Non core
20513,1,Non core
20515,1,Non core
20517,3,Non core
20522,1,Non core
20523,12,Non core
20526,2,Non core
20530,1,Non core
20531,1,Non core
20535,1,Non core
20539,1,Non core
20541,8,Non core
20549,1,Non core
20553,3,Non core
20556,1,Non core
20559,5,Non core
20560,6,Non core
20563,4,Non core
20564,1,Non core
20566,9,Non core
20570,8,Non core
20581,8,Non core
20630,4,Non core
20634,21,Non core
20635,22,Non core
20637,1,Non core
20638,2,Non core
20645,1,Non core
20661,2,Non core
20663,11,Non core
20667,1,Non core
20671,2,Non core
20675,9,Non core
20676,12,Core
20680,1,Non core
20683,37,Non core
20686,3,Non core
20687,1,Non core
20690,1,Non core
20695,2,Non core
20699,3,Non core
20705,1,Non core
20718,1,Non core
20721,4,Non core
20722,9,Non core
20733,10,Non core
20734,7,Non core
20746,1,Non core
20751,4,Non core
20752,1,Non core
20754,4,Non core
20761,2,Non core
20762,1,Non core
20764,5,Non core
20766,2,Non core
20768,3,Non core
20771,1,Non core
20772,5,Non core
20773,3,Non core
20775,11,Non core
20777,36,Non core
20778,6,Core
20782,1,Non core
20783,11,Non core
20787,4,Non core
20797,3,Non core
20805,21,Non core
20806,6,Non core
20809,2,Non core
20810,30,Non core
20811,13,Non core
20812,5,Non core
20813,15,Core
20814,1,Non core
20819,1,Non core
20826,6,Non core
20828,1,Non core
20831,1,Non core
20835,34,Non core
20839,1,Non core
20844,1,Non core
20858,3,Non core
20861,1,Non core
20863,24,Non core
20864,3,Non core
20865,1,Non core
20866,6,Non core
20868,3,Non core
20870,24,Non core
20872,1,Non core
20873,7,Non core
20883,11,Core
20888,1,Non core
20889,5,Non core
20902,2,Core
20905,2,Non core
20910,5,Non core
20914,1,Non core
20916,1,Non core
20928,1,Non core
20933,2,Non core
20936,6,Core
20944,1,Non core
20949,5,Non core
20951,1,Non core
20954,2,Non core
20962,1,Non core
20963,1,Non core
20965,1,Non core
20969,1,Non core
20970,10,Core
20971,3,Non core
20975,1,Non core
20981,1,Non core
20986,2,Non core
20990,15,Non core
20991,26,Non core
20992,15,Non core
20993,41,Non core
20995,11,Non core
20996,40,Non core
20997,23,Non core
20998,11,Non core
21004,4,Non core
21006,3,Non core
21013,1,Non core
21020,4,Non core
21023,1,Non core
21027,11,Non core
21030,1,Non core
21031,2,Non core
21032,6,Non core
21040,1,Non core
21041,4,Non core
21045,1,Non core
21047,1,Non core
21051,4,Non core
21059,1,Non core
21060,3,Non core
21061,2,Non core
21063,1,Non core
21065,2,Non core
21067,2,Non core
21069,9,Core
21071,1,Non core
21074,1,Non core
21075,2,Non core
21092,1,Non core
21099,1,Non core
21103,4,Non core
21107,5,Non core
21108,1,Non core
21109,2,Non core
21111,8,Non core
21112,1,Non core
21113,5,Non core
21116,1,Non core
21118,1,Non core
21119,2,Non core
21125,1,Non core
21129,14,Core
21131,1,Non core
21133,1,Non core
21135,6,Non core
21138,2,Non core
21140,1,Non core
21141,1,Non core
21143,5,Non core
21144,2,Non core
21146,1,Non core
21151,4,Non core
21152,6,Non core
21154,1,Non core
21177,1,Non core
21179,1,Non core
21187,6,Non core
21193,1,Non core
21198,1,Non core
21204,14,Non core
21211,21,Non core
21216,1,Non core
21217,1,Non core
21222,3,Non core
21224,8,Core
21226,1,Non core
21228,2,Non core
21231,1,Non core
21232,2,Non core
21236,1,Non core
21239,23,Non core
21241,2,Non core
21242,23,Non core
21247,1,Non core
21249,2,Non core
21254,1,Non core
21258,1,Non core
21266,1,Non core
21272,1,Non core
21273,4,Non core
21277,1,Non core
21279,4,Non core
21284,8,Non core
21286,1,Non core
21287,3,Non core
21288,1,Non core
21290,5,Non core
21297,6,Core
21302,7,Non core
21304,1,Non core
21307,5,Non core
21309,2,Non core
21311,1,Non core
21314,4,Non core
21322,1,Non core
21325,1,Non core
21330,2,Non core
21334,4,Non core
21340,1,Non core
21343,1,Non core
21355,5,Non core
21356,4,Non core
21361,6,Non core
21363,1,Non core
21369,3,Non core
21376,1,Non core
21381,1,Non core
21382,2,Non core
21387,23,Core
21399,1,Non core
21406,3,Non core
21407,3,Non core
21408,1,Non core
21413,1,Non core
21414,10,Core
21420,20,Core
21422,1,Non core
21423,5,Non core
21428,10,Core
21430,8,Non core
21434,1,Non core
21439,1,Non core
21446,1,Non core
21451,3,Non core
21462,2,Non core
21463,2,Non core
21465,1,Non core
21469,1,Non core
21470,5,Non core
21473,2,Non core
21479,6,Non core
21484,1,Non core
21486,55,Non core
21510,1,Non core
21511,30,Non core
21513,28,Non core
21514,4,Non core
21515,7,Non core
21516,5,Non core
21517,2,Non core
21518,2,Non core
21519,1,Non core
21522,10,Non core
21526,1,Non core
21528,6,Core
21530,1,Non core
21531,2,Non core
21537,8,Non core
21539,1,Non core
21547,1,Non core
21549,1,Non core
21550,4,Non core
21552,1,Non core
21556,3,Non core
21558,3,Non core
21561,1,Non core
21570,2,Non core
21582,4,Non core
21583,3,Non core
21586,1,Non core
21596,3,Non core
21598,2,Non core
21609,1,Non core
21614,3,Non core
21618,1,Non core
21625,1,Non core
21626,8,Core
21629,2,Non core
21633,1,Non core
21636,1,Non core
21641,2,Non core
21642,2,Non core
21644,2,Non core
21647,2,Non core
21648,4,Non core
21649,3,Non core
21656,1,Non core
21657,2,Non core
21660,2,Non core
21668,2,Non core
21670,1,Non core
21672,9,Core
21683,7,Non core
21685,1,Non core
21686,2,Non core
21690,27,Non core
21691,43,Non core
21692,13,Core
21694,1,Non core
21697,1,Non core
21698,7,Non core
21712,1,Non core
21714,3,Non core
21715,1,Non core
21718,1,Non core
21719,1,Non core
21722,6,Non core
21723,10,Non core
21728,21,Non core
21736,1,Non core
21738,1,Non core
21739,2,Core
21740,4,Non core
21741,5,Core
21747,4,Non core
21748,1,Non core
21757,10,Non core
21765,6,Non core
21767,2,Non core
21775,2,Non core
21778,2,Non core
21781,4,Core
21782,4,Non core
21784,3,Non core
21785,6,Core
21794,2,Non core
21797,31,Non core
21798,18,Non core
21800,5,Non core
21802,1,Non core
21803,2,Non core
21808,1,Non core
21810,2,Non core
21813,10,Non core
21817,1,Non core
21821,1,Non core
21824,1,Non core
21829,2,Non core
21830,3,Non core
21832,2,Non core
21863,2,Non core
21865,1,Non core
21873,1,Non core
21875,1,Non core
21877,1,Non core
21883,5,Core
21884,4,Non core
21885,1,Non core
21888,1,Non core
21891,1,Non core
21892,1,Non core
21897,9,Non core
21902,4,Non core
21903,1,Non core
21904,1,Non core
21907,2,Non core
21908,2,Non core
21909,8,Non core
21914,4,Non core
21918,2,Non core
21921,1,Non core
21922,6,Non core
21923,1,Non core
21927,1,Non core
21930,1,Non core
21950,2,Non core
21961,5,Core
21967,3,Non core
21970,5,Core
21974,1,Non core
21976,1,Non core
21977,2,Non core
21980,1,Non core
21984,1,Non core
21987,2,Non core
21990,1,Non core
21991,2,Non core
21996,1,Core
21999,2,Non core
22001,1,Non core
22003,1,Non core
22010,2,Non core
22013,1,Non core
22016,1,Non core
22018,4,Non core
22019,2,Non core
22020,10,Non core
22021,2,Non core
22022,1,Non core
22023,1,Non core
22025,1,Non core
22026,1,Non core
22030,1,Non core
22036,1,Non core
22037,5,Non core
22040,2,Non core
22041,2,Non core
22042,3,Non core
22044,1,Non core
22047,2,Non core
22053,1,Non core
22056,18,Non core
22059,7,Non core
22061,1,Non core
22064,2,Non core
22066,4,Non core
22072,2,Non core
22076,13,Core
22077,16,Non core
22078,8,Non core
22093,4,Non core
22100,1,Non core
22102,1,Non core
22103,3,Non core
22104,30,Non core
22111,1,Non core
22113,2,Non core
22116,1,Non core
22118,1,Non core
22124,1,Non core
22132,11,Non core
22134,1,Non core
22136,4,Non core
22139,1,Non core
22141,4,Non core
22143,1,Non core
22148,1,Non core
22153,2,Non core
22157,1,Non core
22165,52,Non core
22169,1,Non core
22170,1,Non core
22180,1,Non core
22186,1,Non core
22195,1,Non core
22200,1,Non core
22206,1,Non core
22209,1,Non core
22210,1,Non core
22213,1,Non core
22214,2,Non core
22217,1,Non core
22218,5,Non core
22219,9,Non core
22220,3,Non core
22221,3,Non core
22223,4,Non core
22224,3,Non core
22226,3,Non core
22227,4,Non core
22233,1,Non core
22235,1,Non core
22236,1,Non core
22237,1,Non core
22251,2,Non core
22252,1,Non core
22254,1,Non core
22255,43,Non core
22259,9,Non core
22263,2,Non core
22266,4,Non core
22271,2,Non core
22272,1,Non core
22274,1,Non core
22281,2,Non core
22284,1,Non core
22290,3,Non core
22298,2,Non core
22299,5,Non core
22302,1,Non core
22305,1,Non core
22306,4,Non core
22307,1,Non core
22310,2,Non core
22312,1,Non core
22314,7,Non core
22315,4,Non core
22318,7,Non core
22321,2,Non core
22322,3,Non core
22323,2,Non core
22328,1,Non core
22329,1,Non core
22331,1,Non core
22338,1,Non core
22342,2,Non core
22344,1,Non core
22345,1,Non core
22368,2,Non core
22375,1,Non core
22377,1,Non core
22378,14,Non core
22380,3,Non core
22381,13,Non core
22405,13,Core
22406,32,Core
22416,1,Non core
22420,2,Non core
22421,1,Non core
22432,2,Non core
22435,3,Non core
22437,3,Non core
22440,3,Non core
22442,1,Non core
22443,1,Non core
22446,1,Non core
22448,6,Non core
22449,1,Non core
22450,2,Non core
22454,1,Non core
22471,1,Non core
22477,7,Core
22484,21,Core
22487,2,Non core
22493,2,Non core
22495,1,Non core
22496,1,Non core
22498,1,Non core
22511,1,Non core
22514,6,Non core
22515,1,Non core
22521,1,Non core
22522,1,Non core
22524,2,Non core
22525,3,Non core
22534,2,Non core
22557,1,Non core
22560,3,Non core
22566,2,Non core
22573,2,Non core
22574,3,Non core
22575,1,Non core
22578,1,Non core
22582,14,Non core
22586,1,Non core
22587,11,Non core
22588,1,Non core
22589,14,Non core
22590,3,Non core
22595,12,Non core
22598,1,Non core
22600,5,Non core
22601,1,Non core
22604,6,Non core
22607,1,Non core
22608,1,Non core
22619,1,Non core
22620,2,Non core
22623,30,Core
22629,11,Core
22636,5,Non core
22643,1,Non core
22650,1,Non core
22653,1,Non core
22655,1,Non core
22664,2,Non core
22670,3,Non core
22678,4,Non core
22680,1,Non core
22683,2,Non core
22687,2,Non core
22689,9,Non core
22692,3,Non core
22694,5,Non core
22696,6,Non core
22700,5,Non core
22711,2,Non core
22713,1,Non core
22714,2,Non core
22720,1,Non core
22722,5,Non core
22724,3,Non core
22731,1,Non core
22733,1,Non core
22735,1,Non core
22736,1,Non core
22739,10,Non core
22742,1,Non core
22745,1,Non core
22749,1,Non core
22752,22,Non core
22754,1,Non core
22755,1,Non core
22770,2,Non core
22771,3,Non core
22774,4,Non core
22775,4,Non core
22776,4,Non core
22777,2,Non core
22778,2,Non core
22779,4,Non core
22781,4,Non core
22784,4,Non core
22785,2,Non core
22793,4,Non core
22796,1,Non core
22797,1,Non core
22799,19,Non core
22800,1,Non core
22804,1,Non core
22806,2,Non core
22811,1,Non core
22815,1,Non core
22818,6,Non core
22830,4,Non core
22834,5,Non core
22835,1,Non core
22837,14,Non core
22838,1,Non core
22839,1,Non core
22851,1,Non core
22860,3,Non core
22863,4,Non core
22865,9,Non core
22872,1,Non core
22873,30,Core
22874,1,Non core
22878,1,Non core
22879,1,Non core
22880,1,Non core
22881,2,Non core
22894,1,Non core
22895,2,Non core
22897,1,Non core
22899,1,Core
22905,2,Non core
22908,1,Non core
22924,1,Non core
22925,1,Non core
22926,2,Non core
22932,12,Non core
22941,3,Non core
22944,1,Non core
22946,1,Non core
22948,9,Non core
22952,2,Non core
22954,5,Non core
22959,7,Non core
22960,7,Core
22965,1,Non core
22968,1,Non core
22977,1,Non core
22981,4,Core
22990,1,Non core
22991,1,Non core
22997,6,Non core
22998,14,Core
23003,3,Non core
23006,4,Non core
23012,3,Non core
23020,1,Non core
23026,2,Non core
23037,7,Non core
23039,1,Non core
23043,3,Non core
23046,1,Non core
23047,2,Non core
23055,4,Core
23057,4,Non core
23058,14,Non core
23060,9,Non core
23061,4,Non core
23062,1,Non core
23074,1,Non core
23078,14,Core
23079,1,Non core
23081,8,Non core
23082,1,Non core
23083,8,Non core
23084,8,Core
23087,1,Non core
23091,2,Non core
23092,1,Non core
23094,1,Non core
23096,1,Non core
23100,1,Non core
23101,1,Non core
23112,1,Non core
23113,2,Non core
23120,1,Non core
23122,7,Non core
23124,3,Non core
23125,1,Non core
23133,3,Core
23134,3,Non core
23135,2,Non core
23140,11,Non core
23142,1,Non core
23148,7,Non core
23157,3,Non core
23160,2,Non core
23162,1,Non core
23163,9,Non core
23164,1,Non core
23165,1,Non core
23168,3,Non core
23170,1,Non core
23173,2,Non core
23182,2,Non core
23183,1,Non core
23184,5,Non core
23185,10,Core
23186,16,Core
23192,4,Non core
23203,4,Non core
23204,3,Non core
23205,15,Non core
23209,7,Non core
23210,1,Non core
23211,1,Non core
23214,3,Non core
23215,4,Non core
23226,1,Non core
23235,4,Core
23247,1,Non core
23249,2,Non core
23253,18,Non core
23265,5,Non core
23266,20,Non core
23267,1,Non core
23269,1,Non core
23271,2,Non core
23272,2,Non core
23276,7,Non core
23277,1,Non core
23279,3,Non core
23280,11,Non core
23281,10,Non core
23283,1,Non core
23288,2,Non core
23290,1,Non core
23291,1,Non core
23294,20,Non core
23295,14,Non core
23297,2,Non core
23302,10,Non core
23303,26,Non core
23304,3,Non core
23305,8,Non core
23308,32,Non core
23310,41,Non core
23312,17,Non core
23314,40,Non core
23317,50,Non core
23322,2,Non core
23323,9,Non core
23324,10,Non core
23326,1,Non core
23327,18,Non core
23330,3,Non core
23339,1,Non core
23356,14,Non core
23360,26,Non core
23363,2,Non core
23364,1,Non core
23365,10,Core
23371,1,Non core
23375,9,Non core
23379,7,Non core
23382,5,Non core
23383,1,Non core
23401,4,Core
23402,1,Non core
23413,1,Non core
23414,2,Non core
23416,1,Non core
23417,2,Non core
23419,3,Non core
23430,1,Non core
23433,6,Non core
23435,2,Non core
23443,1,Non core
23446,8,Non core
23449,1,Non core
23450,1,Non core
23454,3,Non core
23458,5,Non core
23462,1,Non core
23467,2,Non core
23479,3,Non core
23483,1,Non core
23488,2,Non core
23495,1,Non core
23498,1,Non core
23509,8,Non core
23512,2,Non core
23517,25,Core
23518,2,Non core
23540,1,Non core
23551,1,Non core
23553,1,Non core
23559,1,Non core
23561,6,Non core
23565,1,Non core
23567,11,Core
23590,1,Non core
23598,2,Non core
23599,1,Non core
23601,2,Non core
23602,4,Non core
23609,1,Non core
23610,3,Non core
23618,2,Non core
23619,1,Non core
23621,3,Non core
23625,8,Non core
23628,3,Non core
23629,1,Non core
23630,48,Core
23636,2,Non core
23640,2,Non core
23643,1,Non core
23644,2,Non core
23650,1,Non core
23654,2,Non core
23659,7,Non core
23665,1,Non core
23668,1,Non core
23674,6,Non core
23676,2,Non core
23681,1,Non core
23685,1,Non core
23686,1,Non core
23688,1,Non core
23695,2,Non core
23696,1,Non core
23698,1,Non core
23707,1,Non core
23709,6,Non core
23717,23,Non core
23719,1,Non core
23722,2,Non core
23728,1,Non core
23729,2,Non core
23733,15,Non core
23734,2,Non core
23735,8,Non core
23739,1,Non core
23741,2,Non core
23750,1,Non core
23751,1,Non core
23754,1,Non core
23757,9,Non core
23759,1,Non core
23760,3,Non core
23766,4,Core
23770,1,Non core
23771,2,Non core
23781,1,Non core
23783,2,Non core
23802,1,Non core
23803,2,Non core
23804,13,Core
23805,6,Non core
23811,9,Non core
23813,2,Non core
23815,4,Non core
23821,4,Non core
23822,2,Non core
23823,7,Non core
23825,30,Non core
23829,1,Core
23840,7,Non core
23847,5,Core
23848,2,Non core
23849,1,Non core
23851,19,Core
23858,2,Non core
23866,4,Non core
23871,14,Non core
23874,8,Non core
23879,1,Non core
23880,1,Non core
23882,1,Non core
23883,2,Non core
23885,1,Non core
23887,1,Non core
23889,2,Non core
23896,3,Non core
23899,2,Non core
23900,4,Non core
23908,1,Non core
23913,22,Non core
23917,1,Non core
23922,6,Non core
23924,5,Core
23928,11,Core
23936,4,Non core
23938,1,Non core
23942,5,Non core
23950,20,Core
23951,1,Non core
23958,6,Non core
23969,2,Non core
23972,1,Non core
23974,1,Non core
23975,3,Non core
23982,2,Non core
23983,4,Non core
23984,4,Non core
23999,1,Non core
24005,5,Non core
24006,3,Non core
24008,1,Non core
24009,1,Non core
24013,4,Non core
24022,1,Non core
24031,1,Non core
24036,1,Non core
24037,1,Non core
24042,4,Non core
24043,3,Core
24046,1,Non core
24049,1,Non core
24054,1,Non core
24056,2,Non core
24061,10,Core
24062,1,Non core
24064,3,Non core
24067,1,Non core
24072,11,Core
24075,1,Non core
24079,1,Non core
24080,1,Non core
24081,2,Non core
24084,1,Non core
24085,1,Non core
24086,1,Non core
24090,1,Non core
24093,1,Non core
24095,19,Non core
24099,1,Non core
24100,1,Non core
24101,2,Non core
24105,1,Non core
24115,2,Non core
24116,1,Non core
24127,1,Non core
24131,2,Non core
24132,5,Non core
24147,4,Core
24162,26,Core
24164,3,Non core
24165,1,Non core
24168,1,Non core
24173,1,Non core
24181,2,Non core
24182,2,Non core
24188,2,Non core
24209,12,Non core
24215,1,Non core
24218,1,Non core
24220,1,Non core
24223,3,Non core
24225,2,Non core
24237,1,Non core
24241,1,Non core
24242,1,Non core
24244,5,Non core
24245,15,Core
24247,1,Non core
24248,4,Non core
24250,2,Non core
24268,2,Non core
24269,4,Non core
24282,2,Non core
24286,3,Non core
24288,1,Non core
24289,4,Non core
24290,2,Non core
24297,9,Non core
24299,2,Non core
24304,1,Non core
24310,1,Non core
24313,2,Non core
24316,1,Non core
24328,1,Non core
24330,5,Non core
24343,1,Non core
24348,1,Non core
24355,1,Non core
24381,1,Non core
24399,1,Non core
24406,1,Non core
24407,4,Non core
24408,1,Non core
24427,4,Non core
24434,1,Non core
24438,1,Non core
24441,32,Non core
24451,1,Non core
24454,7,Non core
24458,1,Non core
24470,1,Non core
24483,1,Non core
24484,2,Non core
24496,1,Non core
24501,7,Core
24502,1,Non core
24504,5,Non core
24505,1,Non core
24508,1,Non core
24517,1,Non core
24527,1,Non core
24528,2,Non core
24533,1,Non core
24535,1,Non core
24540,1,Non core
24544,1,Non core
24549,1,Non core
24554,1,Non core
24559,1,Non core
24561,1,Non core
24562,1,Non core
24563,1,Non core
24564,11,Non core
24566,1,Non core
24574,3,Non core
24575,3,Non core
24578,1,Non core
24580,4,Non core
24594,1,Non core
24598,2,Non core
24602,2,Non core
24603,1,Non core
24604,4,Non core
24608,3,Non core
24611,7,Non core
24612,1,Non core
24615,2,Non core
24617,1,Non core
24631,1,Non core
24634,9,Non core
24635,2,Core
24638,3,Non core
24639,1,Non core
24645,6,Non core
24647,3,Non core
24648,1,Non core
24649,3,Non core
24653,1,Non core
24654,3,Non core
24655,2,Non core
24657,1,Non core
24663,1,Non core
